Value	R           	G           	B           	
1    	0.2557063541	0.3513446215	0.0801053027	
2    	0.0391733498	0.0774402390	0.0594208349	
3    	0.0040098705	0.0072211155	0.0078977059	
4    	0.0018507094	0.0002490040	0.0022564874	
5    	0.0000000000	0.0000000000	0.0007521625	
6    	0.0000000000	0.0000000000	0.0000000000	
7    	0.0000000000	0.0004980080	0.0000000000	
8    	0.0003084516	0.0000000000	0.0000000000	
9    	0.0003084516	0.0000000000	0.0000000000	
10   	0.0000000000	0.0004980080	0.0007521625	
11   	0.0000000000	0.0000000000	0.0000000000	
12   	0.0000000000	0.0002490040	0.0000000000	
13   	0.0003084516	0.0000000000	0.0011282437	
14   	0.0000000000	0.0000000000	0.0011282437	
15   	0.0000000000	0.0000000000	0.0052651373	
16   	0.0003084516	0.0002490040	0.0101541933	
17   	0.0000000000	0.0000000000	0.0218127115	
18   	0.0000000000	0.0002490040	0.0293343362	
19   	0.0000000000	0.0000000000	0.0530274539	
20   	0.0000000000	0.0009960159	0.0515231290	
21   	0.0003084516	0.0007470120	0.0511470478	
22   	0.0000000000	0.0012450199	0.0379842046	
23   	0.0000000000	0.0027390438	0.0285821737	
24   	0.0000000000	0.0042330677	0.0308386612	
25   	0.0003084516	0.0087151394	0.0372320421	
26   	0.0000000000	0.0171812749	0.0334712298	
27   	0.0000000000	0.0154382470	0.0338473110	
28   	0.0000000000	0.0181772908	0.0293343362	
29   	0.0000000000	0.0216633466	0.0270778488	
30   	0.0000000000	0.0219123506	0.0402406920	
31   	0.0000000000	0.0136952191	0.0368559609	
32   	0.0000000000	0.0107071713	0.0451297480	
33   	0.0000000000	0.0146912351	0.0455058293	
34   	0.0000000000	0.0151892430	0.0455058293	
35   	0.0003084516	0.0151892430	0.0297104175	
36   	0.0000000000	0.0154382470	0.0315908236	
37   	0.0000000000	0.0141932271	0.0263256863	
38   	0.0003084516	0.0092131474	0.0270778488	
39   	0.0000000000	0.0144422311	0.0154193306	
40   	0.0000000000	0.0131972112	0.0075216247	
41   	0.0000000000	0.0139442231	0.0030086499	
42   	0.0000000000	0.0117031873	0.0052651373	
43   	0.0000000000	0.0089641434	0.0018804062	
44   	0.0000000000	0.0072211155	0.0018804062	
45   	0.0003084516	0.0112051793	0.0007521625	
46   	0.0000000000	0.0131972112	0.0000000000	
47   	0.0000000000	0.0166832669	0.0007521625	
48   	0.0000000000	0.0126992032	0.0000000000	
49   	0.0003084516	0.0154382470	0.0011282437	
50   	0.0000000000	0.0131972112	0.0000000000	
51   	0.0000000000	0.0134462151	0.0000000000	
52   	0.0000000000	0.0119521912	0.0000000000	
53   	0.0000000000	0.0194223108	0.0000000000	
54   	0.0000000000	0.0144422311	0.0000000000	
55   	0.0000000000	0.0159362550	0.0000000000	
56   	0.0000000000	0.0126992032	0.0000000000	
57   	0.0003084516	0.0156872510	0.0000000000	
58   	0.0000000000	0.0144422311	0.0000000000	
59   	0.0000000000	0.0082171315	0.0000000000	
60   	0.0000000000	0.0084661355	0.0000000000	
61   	0.0003084516	0.0087151394	0.0000000000	
62   	0.0000000000	0.0087151394	0.0000000000	
63   	0.0000000000	0.0094621514	0.0000000000	
64   	0.0000000000	0.0064741036	0.0000000000	
65   	0.0000000000	0.0049800797	0.0000000000	
66   	0.0003084516	0.0044820717	0.0000000000	
67   	0.0006169031	0.0009960159	0.0000000000	
68   	0.0003084516	0.0022410359	0.0000000000	
69   	0.0009253547	0.0009960159	0.0000000000	
70   	0.0024676126	0.0009960159	0.0000000000	
71   	0.0030845157	0.0012450199	0.0000000000	
72   	0.0043183220	0.0012450199	0.0000000000	
73   	0.0021591610	0.0004980080	0.0000000000	
74   	0.0033929673	0.0012450199	0.0000000000	
75   	0.0018507094	0.0002490040	0.0000000000	
76   	0.0006169031	0.0009960159	0.0000000000	
77   	0.0006169031	0.0002490040	0.0000000000	
78   	0.0006169031	0.0000000000	0.0000000000	
79   	0.0009253547	0.0000000000	0.0000000000	
80   	0.0012338063	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0012338063	0.0000000000	0.0000000000	
84   	0.0003084516	0.0000000000	0.0000000000	
85   	0.0006169031	0.0000000000	0.0000000000	
86   	0.0024676126	0.0000000000	0.0000000000	
87   	0.0006169031	0.0000000000	0.0000000000	
88   	0.0033929673	0.0000000000	0.0000000000	
89   	0.0027760642	0.0000000000	0.0000000000	
90   	0.0015422579	0.0000000000	0.0000000000	
91   	0.0030845157	0.0000000000	0.0000000000	
92   	0.0040098705	0.0000000000	0.0000000000	
93   	0.0037014189	0.0000000000	0.0000000000	
94   	0.0027760642	0.0000000000	0.0000000000	
95   	0.0033929673	0.0000000000	0.0000000000	
96   	0.0012338063	0.0000000000	0.0000000000	
97   	0.0018507094	0.0000000000	0.0000000000	
98   	0.0037014189	0.0000000000	0.0000000000	
99   	0.0015422579	0.0000000000	0.0000000000	
100  	0.0024676126	0.0000000000	0.0000000000	
101  	0.0030845157	0.0000000000	0.0000000000	
102  	0.0012338063	0.0000000000	0.0000000000	
103  	0.0046267736	0.0000000000	0.0000000000	
104  	0.0043183220	0.0000000000	0.0000000000	
105  	0.0033929673	0.0000000000	0.0000000000	
106  	0.0040098705	0.0000000000	0.0000000000	
107  	0.0074028378	0.0000000000	0.0000000000	
108  	0.0027760642	0.0000000000	0.0000000000	
109  	0.0015422579	0.0000000000	0.0000000000	
110  	0.0030845157	0.0000000000	0.0000000000	
111  	0.0027760642	0.0000000000	0.0000000000	
112  	0.0055521283	0.0000000000	0.0000000000	
113  	0.0037014189	0.0000000000	0.0000000000	
114  	0.0037014189	0.0000000000	0.0000000000	
115  	0.0027760642	0.0000000000	0.0000000000	
116  	0.0046267736	0.0000000000	0.0000000000	
117  	0.0046267736	0.0000000000	0.0000000000	
118  	0.0061690315	0.0000000000	0.0000000000	
119  	0.0030845157	0.0000000000	0.0000000000	
120  	0.0027760642	0.0000000000	0.0000000000	
121  	0.0024676126	0.0000000000	0.0000000000	
122  	0.0012338063	0.0000000000	0.0000000000	
123  	0.0000000000	0.0000000000	0.0000000000	
124  	0.0018507094	0.0000000000	0.0000000000	
125  	0.0018507094	0.0000000000	0.0000000000	
126  	0.0012338063	0.0000000000	0.0000000000	
127  	0.0009253547	0.0000000000	0.0000000000	
128  	0.0018507094	0.0000000000	0.0000000000	
129  	0.0015422579	0.0000000000	0.0000000000	
130  	0.0040098705	0.0000000000	0.0000000000	
131  	0.0052436767	0.0000000000	0.0000000000	
132  	0.0043183220	0.0000000000	0.0000000000	
133  	0.0030845157	0.0000000000	0.0000000000	
134  	0.0043183220	0.0000000000	0.0000000000	
135  	0.0024676126	0.0000000000	0.0000000000	
136  	0.0040098705	0.0000000000	0.0000000000	
137  	0.0077112893	0.0000000000	0.0000000000	
138  	0.0046267736	0.0000000000	0.0000000000	
139  	0.0027760642	0.0000000000	0.0000000000	
140  	0.0024676126	0.0000000000	0.0000000000	
141  	0.0018507094	0.0000000000	0.0000000000	
142  	0.0027760642	0.0000000000	0.0000000000	
143  	0.0012338063	0.0000000000	0.0000000000	
144  	0.0021591610	0.0000000000	0.0000000000	
145  	0.0037014189	0.0000000000	0.0000000000	
146  	0.0077112893	0.0000000000	0.0000000000	
147  	0.0070943862	0.0000000000	0.0000000000	
148  	0.0080197409	0.0000000000	0.0000000000	
149  	0.0095619988	0.0000000000	0.0000000000	
150  	0.0067859346	0.0000000000	0.0000000000	
151  	0.0089450956	0.0000000000	0.0000000000	
152  	0.0120296114	0.0000000000	0.0000000000	
153  	0.0107958051	0.0000000000	0.0000000000	
154  	0.0070943862	0.0000000000	0.0000000000	
155  	0.0067859346	0.0000000000	0.0000000000	
156  	0.0098704503	0.0000000000	0.0000000000	
157  	0.0067859346	0.0000000000	0.0000000000	
158  	0.0095619988	0.0000000000	0.0000000000	
159  	0.0141887724	0.0000000000	0.0000000000	
160  	0.0117211598	0.0000000000	0.0000000000	
161  	0.0049352252	0.0000000000	0.0000000000	
162  	0.0086366440	0.0000000000	0.0000000000	
163  	0.0080197409	0.0000000000	0.0000000000	
164  	0.0058605799	0.0000000000	0.0000000000	
165  	0.0077112893	0.0000000000	0.0000000000	
166  	0.0064774830	0.0000000000	0.0000000000	
167  	0.0058605799	0.0000000000	0.0000000000	
168  	0.0107958051	0.0000000000	0.0000000000	
169  	0.0092535472	0.0000000000	0.0000000000	
170  	0.0163479334	0.0000000000	0.0000000000	
171  	0.0141887724	0.0000000000	0.0000000000	
172  	0.0117211598	0.0000000000	0.0000000000	
173  	0.0126465145	0.0000000000	0.0000000000	
174  	0.0172732881	0.0000000000	0.0000000000	
175  	0.0157310302	0.0000000000	0.0000000000	
176  	0.0178901912	0.0000000000	0.0000000000	
177  	0.0138803208	0.0000000000	0.0000000000	
178  	0.0219000617	0.0000000000	0.0000000000	
179  	0.0138803208	0.0000000000	0.0000000000	
180  	0.0129549661	0.0000000000	0.0000000000	
181  	0.0120296114	0.0000000000	0.0000000000	
182  	0.0120296114	0.0000000000	0.0000000000	
183  	0.0092535472	0.0000000000	0.0000000000	
184  	0.0080197409	0.0000000000	0.0000000000	
185  	0.0058605799	0.0000000000	0.0000000000	
186  	0.0092535472	0.0000000000	0.0000000000	
187  	0.0083281925	0.0000000000	0.0000000000	
188  	0.0092535472	0.0000000000	0.0000000000	
189  	0.0074028378	0.0000000000	0.0000000000	
190  	0.0061690315	0.0000000000	0.0000000000	
191  	0.0070943862	0.0000000000	0.0000000000	
192  	0.0037014189	0.0000000000	0.0000000000	
193  	0.0030845157	0.0000000000	0.0000000000	
194  	0.0021591610	0.0000000000	0.0000000000	
195  	0.0012338063	0.0000000000	0.0000000000	
196  	0.0009253547	0.0000000000	0.0000000000	
197  	0.0018507094	0.0000000000	0.0000000000	
198  	0.0012338063	0.0000000000	0.0000000000	
199  	0.0006169031	0.0000000000	0.0000000000	
200  	0.0003084516	0.0000000000	0.0000000000	
201  	0.0003084516	0.0000000000	0.0000000000	
202  	0.0003084516	0.0000000000	0.0000000000	
203  	0.0015422579	0.0000000000	0.0000000000	
204  	0.0009253547	0.0000000000	0.0000000000	
205  	0.0003084516	0.0000000000	0.0000000000	
206  	0.0000000000	0.0000000000	0.0000000000	
207  	0.0000000000	0.0000000000	0.0000000000	
208  	0.0000000000	0.0000000000	0.0000000000	
209  	0.0000000000	0.0000000000	0.0000000000	
210  	0.0000000000	0.0000000000	0.0000000000	
211  	0.0000000000	0.0000000000	0.0000000000	
212  	0.0000000000	0.0000000000	0.0000000000	
213  	0.0000000000	0.0000000000	0.0000000000	
214  	0.0000000000	0.0000000000	0.0000000000	
215  	0.0000000000	0.0000000000	0.0000000000	
216  	0.0000000000	0.0000000000	0.0000000000	
217  	0.0000000000	0.0000000000	0.0000000000	
218  	0.0000000000	0.0000000000	0.0000000000	
219  	0.0000000000	0.0000000000	0.0000000000	
220  	0.0000000000	0.0000000000	0.0000000000	
221  	0.0000000000	0.0000000000	0.0000000000	
222  	0.0000000000	0.0000000000	0.0000000000	
223  	0.0000000000	0.0000000000	0.0000000000	
224  	0.0000000000	0.0000000000	0.0000000000	
225  	0.0000000000	0.0000000000	0.0000000000	
226  	0.0000000000	0.0000000000	0.0000000000	
227  	0.0000000000	0.0000000000	0.0000000000	
228  	0.0000000000	0.0000000000	0.0000000000	
229  	0.0000000000	0.0000000000	0.0000000000	
230  	0.0000000000	0.0000000000	0.0000000000	
231  	0.0000000000	0.0000000000	0.0000000000	
232  	0.0000000000	0.0000000000	0.0000000000	
233  	0.0000000000	0.0000000000	0.0000000000	
234  	0.0000000000	0.0000000000	0.0000000000	
235  	0.0000000000	0.0000000000	0.0000000000	
236  	0.0000000000	0.0000000000	0.0000000000	
237  	0.0000000000	0.0000000000	0.0000000000	
238  	0.0000000000	0.0000000000	0.0000000000	
239  	0.0000000000	0.0000000000	0.0000000000	
240  	0.0000000000	0.0000000000	0.0000000000	
241  	0.0000000000	0.0000000000	0.0000000000	
