Value	R           	G           	B           	
1    	0.2647239264	0.3431923735	0.0605132133	
2    	0.0334355828	0.0914201907	0.0601302183	
3    	0.0036809816	0.0090442435	0.0084258905	
4    	0.0000000000	0.0000000000	0.0007659900	
5    	0.0003067485	0.0002444390	0.0007659900	
6    	0.0000000000	0.0004888780	0.0000000000	
7    	0.0003067485	0.0002444390	0.0007659900	
8    	0.0003067485	0.0000000000	0.0000000000	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0003067485	0.0002444390	0.0000000000	
11   	0.0000000000	0.0000000000	0.0003829950	
12   	0.0000000000	0.0000000000	0.0003829950	
13   	0.0000000000	0.0000000000	0.0030639602	
14   	0.0000000000	0.0002444390	0.0049789353	
15   	0.0000000000	0.0000000000	0.0199157411	
16   	0.0000000000	0.0000000000	0.0428954424	
17   	0.0000000000	0.0000000000	0.0574492532	
18   	0.0000000000	0.0000000000	0.0643431635	
19   	0.0003067485	0.0002444390	0.0566832631	
20   	0.0000000000	0.0000000000	0.0570662581	
21   	0.0000000000	0.0000000000	0.0455764075	
22   	0.0003067485	0.0002444390	0.0459594025	
23   	0.0000000000	0.0000000000	0.0563002681	
24   	0.0000000000	0.0000000000	0.0532363079	
25   	0.0000000000	0.0000000000	0.0570662581	
26   	0.0000000000	0.0000000000	0.0497893527	
27   	0.0000000000	0.0000000000	0.0409804673	
28   	0.0000000000	0.0000000000	0.0271926465	
29   	0.0000000000	0.0007333170	0.0340865569	
30   	0.0000000000	0.0014666341	0.0490233627	
31   	0.0000000000	0.0019555121	0.0474913826	
32   	0.0000000000	0.0000000000	0.0329375718	
33   	0.0000000000	0.0004888780	0.0149368058	
34   	0.0000000000	0.0004888780	0.0049789353	
35   	0.0000000000	0.0048887802	0.0011489851	
36   	0.0003067485	0.0051332193	0.0003829950	
37   	0.0000000000	0.0109997556	0.0000000000	
38   	0.0000000000	0.0100219995	0.0000000000	
39   	0.0003067485	0.0127108286	0.0000000000	
40   	0.0000000000	0.0149107798	0.0000000000	
