Value	R           	G           	B           	
1    	0.2651869159	0.3607753706	0.0794374762	
2    	0.0610397196	0.1101482326	0.0486507032	
3    	0.0064252336	0.0084378563	0.0060813379	
4    	0.0005841121	0.0002280502	0.0003800836	
5    	0.0005841121	0.0000000000	0.0000000000	
6    	0.0000000000	0.0002280502	0.0000000000	
7    	0.0002920561	0.0002280502	0.0003800836	
8    	0.0002920561	0.0002280502	0.0000000000	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0000000000	0.0000000000	0.0003800836	
11   	0.0000000000	0.0002280502	0.0000000000	
12   	0.0000000000	0.0002280502	0.0003800836	
13   	0.0000000000	0.0000000000	0.0000000000	
14   	0.0002920561	0.0000000000	0.0000000000	
15   	0.0000000000	0.0002280502	0.0000000000	
16   	0.0002920561	0.0000000000	0.0000000000	
17   	0.0000000000	0.0000000000	0.0000000000	
18   	0.0000000000	0.0000000000	0.0000000000	
19   	0.0000000000	0.0000000000	0.0000000000	
20   	0.0000000000	0.0000000000	0.0003800836	
21   	0.0000000000	0.0002280502	0.0003800836	
22   	0.0000000000	0.0000000000	0.0000000000	
23   	0.0000000000	0.0002280502	0.0007601672	
24   	0.0000000000	0.0000000000	0.0011402509	
25   	0.0000000000	0.0000000000	0.0030406689	
26   	0.0000000000	0.0000000000	0.0038008362	
27   	0.0000000000	0.0000000000	0.0064614215	
28   	0.0000000000	0.0000000000	0.0041809198	
29   	0.0000000000	0.0000000000	0.0060813379	
30   	0.0000000000	0.0000000000	0.0053211707	
31   	0.0000000000	0.0000000000	0.0057012543	
32   	0.0002920561	0.0000000000	0.0072215887	
33   	0.0000000000	0.0000000000	0.0060813379	
34   	0.0002920561	0.0002280502	0.0091220068	
35   	0.0000000000	0.0000000000	0.0266058533	
36   	0.0000000000	0.0000000000	0.0345876093	
37   	0.0000000000	0.0002280502	0.0402888635	
38   	0.0000000000	0.0000000000	0.0547320410	
39   	0.0000000000	0.0002280502	0.0558722919	
40   	0.0000000000	0.0000000000	0.0729760547	
41   	0.0000000000	0.0009122007	0.0699353858	
42   	0.0000000000	0.0002280502	0.0501710376	
43   	0.0000000000	0.0006841505	0.0456100342	
44   	0.0000000000	0.0006841505	0.0243253516	
45   	0.0000000000	0.0011402509	0.0228050171	
46   	0.0000000000	0.0004561003	0.0144431775	
47   	0.0000000000	0.0002280502	0.0159635120	
