Value	R           	G           	B           	
1    	0.2436216553	0.3415484192	0.0676492819	
2    	0.0382700685	0.0836445108	0.0650037793	
3    	0.0046670815	0.0057256659	0.0064247921	
4    	0.0028002489	0.0002489420	0.0003779289	
5    	0.0000000000	0.0007468260	0.0003779289	
6    	0.0006222775	0.0002489420	0.0000000000	
7    	0.0000000000	0.0002489420	0.0000000000	
8    	0.0000000000	0.0000000000	0.0003779289	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0000000000	0.0002489420	0.0000000000	
11   	0.0000000000	0.0002489420	0.0003779289	
12   	0.0000000000	0.0000000000	0.0003779289	
13   	0.0000000000	0.0000000000	0.0003779289	
14   	0.0003111388	0.0000000000	0.0034013605	
15   	0.0000000000	0.0000000000	0.0105820106	
16   	0.0000000000	0.0000000000	0.0219198791	
17   	0.0000000000	0.0002489420	0.0377928949	
18   	0.0000000000	0.0000000000	0.0389266818	
19   	0.0000000000	0.0002489420	0.0472411187	
20   	0.0000000000	0.0000000000	0.0476190476	
21   	0.0003111388	0.0000000000	0.0479969766	
22   	0.0000000000	0.0000000000	0.0491307634	
23   	0.0000000000	0.0000000000	0.0491307634	
24   	0.0003111388	0.0002489420	0.0676492819	
25   	0.0000000000	0.0000000000	0.0650037793	
26   	0.0000000000	0.0000000000	0.0646258503	
27   	0.0000000000	0.0000000000	0.0820105820	
28   	0.0000000000	0.0000000000	0.0691609977	
29   	0.0000000000	0.0000000000	0.0532879819	
30   	0.0000000000	0.0000000000	0.0457294029	
31   	0.0000000000	0.0002489420	0.0283446712	
32   	0.0000000000	0.0002489420	0.0170068027	
33   	0.0000000000	0.0004978840	0.0068027211	
34   	0.0000000000	0.0014936520	0.0037792895	
35   	0.0003111388	0.0017425940	0.0007558579	
36   	0.0000000000	0.0019915360	0.0003779289	
37   	0.0000000000	0.0029873040	0.0000000000	
38   	0.0000000000	0.0039830719	0.0000000000	
39   	0.0000000000	0.0099576799	0.0000000000	
40   	0.0000000000	0.0064724919	0.0000000000	
41   	0.0000000000	0.0052277819	0.0000000000	
42   	0.0000000000	0.0034851880	0.0000000000	
43   	0.0000000000	0.0024894200	0.0000000000	
44   	0.0000000000	0.0057256659	0.0000000000	
45   	0.0003111388	0.0049788399	0.0000000000	
46   	0.0000000000	0.0087129699	0.0000000000	
47   	0.0000000000	0.0037341299	0.0000000000	
48   	0.0003111388	0.0034851880	0.0000000000	
49   	0.0000000000	0.0054767239	0.0000000000	
50   	0.0000000000	0.0052277819	0.0000000000	
51   	0.0000000000	0.0034851880	0.0000000000	
52   	0.0000000000	0.0079661439	0.0000000000	
53   	0.0000000000	0.0097087379	0.0000000000	
54   	0.0000000000	0.0064724919	0.0000000000	
55   	0.0000000000	0.0104555639	0.0000000000	
56   	0.0000000000	0.0047298979	0.0000000000	
57   	0.0000000000	0.0039830719	0.0000000000	
58   	0.0000000000	0.0082150859	0.0000000000	
59   	0.0000000000	0.0062235499	0.0000000000	
60   	0.0000000000	0.0107045059	0.0000000000	
61   	0.0000000000	0.0119492158	0.0000000000	
62   	0.0000000000	0.0219068957	0.0000000000	
63   	0.0000000000	0.0184217077	0.0000000000	
64   	0.0000000000	0.0189195917	0.0000000000	
65   	0.0000000000	0.0194174757	0.0000000000	
66   	0.0003111388	0.0219068957	0.0000000000	
67   	0.0000000000	0.0219068957	0.0000000000	
68   	0.0000000000	0.0283793876	0.0000000000	
69   	0.0000000000	0.0288772716	0.0000000000	
70   	0.0000000000	0.0313666916	0.0000000000	
71   	0.0000000000	0.0348518795	0.0000000000	
72   	0.0000000000	0.0370923575	0.0000000000	
73   	0.0000000000	0.0348518795	0.0000000000	
74   	0.0000000000	0.0221558377	0.0000000000	
75   	0.0000000000	0.0194174757	0.0000000000	
76   	0.0000000000	0.0112023898	0.0000000000	
77   	0.0000000000	0.0107045059	0.0000000000	
78   	0.0000000000	0.0062235499	0.0000000000	
79   	0.0000000000	0.0054767239	0.0000000000	
80   	0.0000000000	0.0039830719	0.0000000000	
81   	0.0000000000	0.0024894200	0.0000000000	
82   	0.0000000000	0.0007468260	0.0000000000	
83   	0.0003111388	0.0014936520	0.0000000000	
84   	0.0000000000	0.0012447100	0.0000000000	
85   	0.0000000000	0.0009957680	0.0000000000	
86   	0.0000000000	0.0000000000	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0003111388	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
