Value	R           	G           	B           	
1    	0.2648870637	0.3179689426	0.0541910331	
2    	0.0545614550	0.1084545230	0.0576998051	
3    	0.0096802581	0.0128173527	0.0031189084	
4    	0.0023467292	0.0009859502	0.0019493177	
5    	0.0005866823	0.0002464876	0.0000000000	
6    	0.0002933412	0.0004929751	0.0000000000	
7    	0.0002933412	0.0000000000	0.0000000000	
8    	0.0008800235	0.0000000000	0.0000000000	
9    	0.0005866823	0.0002464876	0.0007797271	
10   	0.0000000000	0.0002464876	0.0000000000	
11   	0.0000000000	0.0000000000	0.0000000000	
12   	0.0000000000	0.0000000000	0.0011695906	
13   	0.0000000000	0.0000000000	0.0007797271	
14   	0.0000000000	0.0000000000	0.0023391813	
15   	0.0000000000	0.0000000000	0.0077972710	
16   	0.0000000000	0.0000000000	0.0198830409	
17   	0.0000000000	0.0000000000	0.0237816764	
18   	0.0000000000	0.0002464876	0.0272904483	
19   	0.0000000000	0.0000000000	0.0370370370	
20   	0.0002933412	0.0000000000	0.0307992203	
21   	0.0000000000	0.0002464876	0.0514619883	
22   	0.0000000000	0.0000000000	0.0444444444	
23   	0.0000000000	0.0000000000	0.0327485380	
24   	0.0000000000	0.0000000000	0.0385964912	
25   	0.0000000000	0.0000000000	0.0421052632	
26   	0.0000000000	0.0000000000	0.0565302144	
27   	0.0002933412	0.0002464876	0.0717348928	
28   	0.0000000000	0.0000000000	0.0732943470	
29   	0.0000000000	0.0002464876	0.0596491228	
30   	0.0000000000	0.0002464876	0.0467836257	
31   	0.0000000000	0.0004929751	0.0440545809	
32   	0.0000000000	0.0007394627	0.0354775828	
33   	0.0000000000	0.0004929751	0.0382066277	
34   	0.0000000000	0.0002464876	0.0315789474	
35   	0.0000000000	0.0004929751	0.0269005848	
36   	0.0000000000	0.0000000000	0.0206627680	
37   	0.0000000000	0.0002464876	0.0101364522	
38   	0.0000000000	0.0009859502	0.0050682261	
39   	0.0000000000	0.0029578506	0.0000000000	
40   	0.0002933412	0.0039438008	0.0000000000	
41   	0.0000000000	0.0046832635	0.0007797271	
42   	0.0000000000	0.0073946266	0.0007797271	
43   	0.0000000000	0.0081340892	0.0000000000	
44   	0.0000000000	0.0108454523	0.0000000000	
45   	0.0000000000	0.0091200394	0.0000000000	
46   	0.0000000000	0.0088735519	0.0000000000	
47   	0.0000000000	0.0147892531	0.0000000000	
48   	0.0000000000	0.0202119793	0.0000000000	
49   	0.0000000000	0.0253882179	0.0000000000	
50   	0.0000000000	0.0305644565	0.0000000000	
51   	0.0000000000	0.0308109440	0.0000000000	
52   	0.0000000000	0.0419028839	0.0000000000	
53   	0.0000000000	0.0347547449	0.0000000000	
54   	0.0000000000	0.0182400789	0.0000000000	
55   	0.0002933412	0.0157752034	0.0000000000	
56   	0.0000000000	0.0175006162	0.0000000000	
57   	0.0000000000	0.0170076411	0.0000000000	
58   	0.0000000000	0.0177471038	0.0000000000	
59   	0.0000000000	0.0221838797	0.0000000000	
60   	0.0000000000	0.0155287158	0.0000000000	
61   	0.0000000000	0.0101059896	0.0000000000	
62   	0.0000000000	0.0115849150	0.0000000000	
63   	0.0002933412	0.0083805768	0.0000000000	
64   	0.0000000000	0.0093665270	0.0000000000	
65   	0.0000000000	0.0098595021	0.0000000000	
66   	0.0000000000	0.0071481390	0.0000000000	
67   	0.0000000000	0.0034508257	0.0000000000	
68   	0.0000000000	0.0041902884	0.0000000000	
69   	0.0000000000	0.0041902884	0.0000000000	
70   	0.0000000000	0.0051762386	0.0000000000	
71   	0.0000000000	0.0032043382	0.0000000000	
72   	0.0000000000	0.0044367759	0.0000000000	
73   	0.0000000000	0.0066551639	0.0000000000	
74   	0.0000000000	0.0059157013	0.0000000000	
75   	0.0000000000	0.0069016515	0.0000000000	
76   	0.0000000000	0.0069016515	0.0000000000	
77   	0.0000000000	0.0066551639	0.0000000000	
78   	0.0000000000	0.0115849150	0.0000000000	
79   	0.0000000000	0.0073946266	0.0000000000	
80   	0.0000000000	0.0039438008	0.0000000000	
81   	0.0000000000	0.0034508257	0.0000000000	
82   	0.0000000000	0.0039438008	0.0000000000	
83   	0.0000000000	0.0054227262	0.0000000000	
84   	0.0000000000	0.0054227262	0.0000000000	
85   	0.0000000000	0.0022183880	0.0000000000	
86   	0.0000000000	0.0034508257	0.0000000000	
87   	0.0002933412	0.0049297510	0.0000000000	
88   	0.0002933412	0.0032043382	0.0000000000	
89   	0.0000000000	0.0027113631	0.0000000000	
90   	0.0000000000	0.0014789253	0.0000000000	
91   	0.0000000000	0.0002464876	0.0000000000	
92   	0.0000000000	0.0002464876	0.0000000000	
93   	0.0000000000	0.0002464876	0.0000000000	
94   	0.0000000000	0.0004929751	0.0000000000	
95   	0.0000000000	0.0002464876	0.0000000000	
