Value	R           	G           	B           	
1    	0.2548179872	0.3666427031	0.0791586998	
2    	0.0406852248	0.0821950635	0.0455066922	
3    	0.0061180789	0.0043134436	0.0049713193	
4    	0.0000000000	0.0004792715	0.0000000000	
5    	0.0000000000	0.0002396358	0.0000000000	
6    	0.0003059039	0.0000000000	0.0003824092	
7    	0.0000000000	0.0004792715	0.0000000000	
8    	0.0000000000	0.0000000000	0.0003824092	
9    	0.0003059039	0.0000000000	0.0000000000	
10   	0.0000000000	0.0000000000	0.0000000000	
11   	0.0000000000	0.0000000000	0.0000000000	
12   	0.0000000000	0.0000000000	0.0000000000	
13   	0.0000000000	0.0002396358	0.0000000000	
14   	0.0003059039	0.0002396358	0.0007648184	
15   	0.0000000000	0.0000000000	0.0000000000	
16   	0.0000000000	0.0000000000	0.0003824092	
17   	0.0000000000	0.0000000000	0.0034416826	
18   	0.0000000000	0.0000000000	0.0072657744	
19   	0.0000000000	0.0000000000	0.0187380497	
20   	0.0000000000	0.0000000000	0.0210325048	
21   	0.0000000000	0.0000000000	0.0279158700	
22   	0.0003059039	0.0002396358	0.0370936902	
23   	0.0000000000	0.0000000000	0.0512428298	
24   	0.0000000000	0.0000000000	0.0370936902	
25   	0.0000000000	0.0002396358	0.0347992352	
26   	0.0000000000	0.0000000000	0.0386233270	
27   	0.0000000000	0.0000000000	0.0470363289	
28   	0.0000000000	0.0000000000	0.0500956023	
29   	0.0000000000	0.0000000000	0.0485659656	
30   	0.0000000000	0.0000000000	0.0562141491	
31   	0.0000000000	0.0002396358	0.0615678776	
32   	0.0003059039	0.0000000000	0.0661567878	
33   	0.0000000000	0.0000000000	0.0627151052	
34   	0.0000000000	0.0000000000	0.0462715105	
35   	0.0000000000	0.0002396358	0.0370936902	
36   	0.0000000000	0.0014378145	0.0313575526	
37   	0.0000000000	0.0038341721	0.0233269598	
38   	0.0000000000	0.0069494369	0.0210325048	
39   	0.0000000000	0.0091061586	0.0103250478	
40   	0.0000000000	0.0088665229	0.0152963671	
41   	0.0000000000	0.0019170860	0.0095602294	
42   	0.0000000000	0.0021567218	0.0034416826	
43   	0.0003059039	0.0023963575	0.0007648184	
44   	0.0000000000	0.0016774503	0.0000000000	
45   	0.0000000000	0.0028756290	0.0000000000	
46   	0.0000000000	0.0033549006	0.0000000000	
47   	0.0003059039	0.0045530793	0.0000000000	
48   	0.0000000000	0.0071890726	0.0000000000	
49   	0.0000000000	0.0071890726	0.0000000000	
50   	0.0000000000	0.0079079799	0.0000000000	
51   	0.0000000000	0.0055116223	0.0000000000	
52   	0.0000000000	0.0074287084	0.0000000000	
53   	0.0000000000	0.0067098011	0.0000000000	
54   	0.0000000000	0.0071890726	0.0000000000	
55   	0.0000000000	0.0112628804	0.0000000000	
56   	0.0000000000	0.0086268871	0.0000000000	
57   	0.0000000000	0.0093457944	0.0000000000	
58   	0.0000000000	0.0095854301	0.0000000000	
59   	0.0000000000	0.0062305296	0.0000000000	
60   	0.0000000000	0.0071890726	0.0000000000	
61   	0.0000000000	0.0055116223	0.0000000000	
62   	0.0000000000	0.0045530793	0.0000000000	
63   	0.0000000000	0.0062305296	0.0000000000	
64   	0.0000000000	0.0074287084	0.0000000000	
65   	0.0000000000	0.0074287084	0.0000000000	
66   	0.0000000000	0.0052719866	0.0000000000	
67   	0.0000000000	0.0083872514	0.0000000000	
68   	0.0000000000	0.0112628804	0.0000000000	
69   	0.0003059039	0.0103043374	0.0000000000	
70   	0.0003059039	0.0148574167	0.0000000000	
71   	0.0000000000	0.0079079799	0.0000000000	
72   	0.0000000000	0.0062305296	0.0000000000	
73   	0.0000000000	0.0081476156	0.0000000000	
74   	0.0000000000	0.0098250659	0.0000000000	
75   	0.0000000000	0.0131799665	0.0000000000	
76   	0.0000000000	0.0105439732	0.0000000000	
77   	0.0000000000	0.0105439732	0.0000000000	
78   	0.0000000000	0.0124610592	0.0000000000	
79   	0.0000000000	0.0165348670	0.0000000000	
80   	0.0000000000	0.0153366882	0.0000000000	
81   	0.0000000000	0.0174934100	0.0000000000	
82   	0.0000000000	0.0167745028	0.0000000000	
83   	0.0000000000	0.0182123173	0.0000000000	
84   	0.0000000000	0.0153366882	0.0000000000	
85   	0.0000000000	0.0117421519	0.0000000000	
86   	0.0000000000	0.0107836089	0.0000000000	
87   	0.0000000000	0.0112628804	0.0000000000	
88   	0.0000000000	0.0122214234	0.0000000000	
89   	0.0000000000	0.0112628804	0.0000000000	
90   	0.0000000000	0.0103043374	0.0000000000	
91   	0.0000000000	0.0074287084	0.0000000000	
92   	0.0000000000	0.0069494369	0.0000000000	
93   	0.0000000000	0.0064701653	0.0000000000	
94   	0.0003059039	0.0047927151	0.0000000000	
95   	0.0000000000	0.0069494369	0.0000000000	
96   	0.0003059039	0.0055116223	0.0000000000	
97   	0.0000000000	0.0050323508	0.0000000000	
98   	0.0000000000	0.0052719866	0.0000000000	
99   	0.0000000000	0.0043134436	0.0000000000	
100  	0.0000000000	0.0028756290	0.0000000000	
101  	0.0000000000	0.0016774503	0.0000000000	
102  	0.0000000000	0.0019170860	0.0000000000	
103  	0.0000000000	0.0023963575	0.0000000000	
104  	0.0000000000	0.0021567218	0.0000000000	
