Value	R           	G           	B           	
1    	0.2793453725	0.3610289096	0.0902540766	
2    	0.0632054176	0.1088094696	0.0394387562	
3    	0.0115688488	0.0091053949	0.0056882821	
4    	0.0014108352	0.0011381744	0.0007584376	
5    	0.0005643341	0.0004552697	0.0003792188	
6    	0.0000000000	0.0002276349	0.0000000000	
7    	0.0002821670	0.0002276349	0.0000000000	
8    	0.0002821670	0.0000000000	0.0000000000	
9    	0.0000000000	0.0000000000	0.0003792188	
10   	0.0000000000	0.0000000000	0.0000000000	
11   	0.0000000000	0.0002276349	0.0000000000	
12   	0.0000000000	0.0002276349	0.0003792188	
13   	0.0000000000	0.0000000000	0.0000000000	
14   	0.0000000000	0.0000000000	0.0000000000	
15   	0.0000000000	0.0000000000	0.0003792188	
16   	0.0002821670	0.0002276349	0.0003792188	
17   	0.0000000000	0.0000000000	0.0000000000	
18   	0.0000000000	0.0000000000	0.0000000000	
19   	0.0000000000	0.0000000000	0.0000000000	
20   	0.0002821670	0.0002276349	0.0000000000	
21   	0.0000000000	0.0000000000	0.0000000000	
22   	0.0000000000	0.0000000000	0.0003792188	
23   	0.0000000000	0.0000000000	0.0000000000	
24   	0.0000000000	0.0000000000	0.0000000000	
25   	0.0002821670	0.0000000000	0.0000000000	
26   	0.0000000000	0.0000000000	0.0000000000	
27   	0.0000000000	0.0000000000	0.0000000000	
28   	0.0000000000	0.0000000000	0.0007584376	
29   	0.0000000000	0.0000000000	0.0015168752	
30   	0.0000000000	0.0004552697	0.0011376564	
31   	0.0000000000	0.0000000000	0.0045506257	
32   	0.0000000000	0.0000000000	0.0106181267	
33   	0.0000000000	0.0000000000	0.0140310959	
34   	0.0000000000	0.0000000000	0.0193401593	
35   	0.0000000000	0.0000000000	0.0185817217	
36   	0.0000000000	0.0000000000	0.0219946909	
37   	0.0000000000	0.0000000000	0.0242700038	
38   	0.0000000000	0.0002276349	0.0208570345	
39   	0.0000000000	0.0000000000	0.0216154721	
40   	0.0002821670	0.0000000000	0.0159271900	
41   	0.0000000000	0.0000000000	0.0197193781	
42   	0.0000000000	0.0000000000	0.0185817217	
43   	0.0000000000	0.0000000000	0.0189609405	
44   	0.0000000000	0.0000000000	0.0140310959	
45   	0.0000000000	0.0000000000	0.0185817217	
46   	0.0000000000	0.0000000000	0.0345089116	
47   	0.0000000000	0.0000000000	0.0481607888	
48   	0.0002821670	0.0000000000	0.0610542283	
49   	0.0000000000	0.0000000000	0.0777398559	
50   	0.0000000000	0.0004552697	0.0693970421	
51   	0.0000000000	0.0000000000	0.0587789154	
52   	0.0000000000	0.0000000000	0.0663632916	
53   	0.0000000000	0.0000000000	0.0458854759	
54   	0.0000000000	0.0002276349	0.0333712552	
55   	0.0000000000	0.0004552697	0.0242700038	
56   	0.0000000000	0.0000000000	0.0204778157	
57   	0.0000000000	0.0009105395	0.0231323474	
58   	0.0000000000	0.0009105395	0.0117557831	
59   	0.0000000000	0.0002276349	0.0091012514	
60   	0.0000000000	0.0002276349	0.0064467198	
61   	0.0002821670	0.0002276349	0.0011376564	
62   	0.0000000000	0.0004552697	0.0003792188	
63   	0.0000000000	0.0004552697	0.0026545317	
64   	0.0000000000	0.0013658092	0.0007584376	
65   	0.0000000000	0.0020487139	0.0003792188	
66   	0.0000000000	0.0040974277	0.0000000000	
67   	0.0000000000	0.0015934441	0.0000000000	
68   	0.0000000000	0.0036421580	0.0003792188	
69   	0.0000000000	0.0045526975	0.0000000000	
70   	0.0000000000	0.0052356021	0.0000000000	
71   	0.0000000000	0.0047803323	0.0000000000	
72   	0.0000000000	0.0052356021	0.0000000000	
73   	0.0000000000	0.0079672206	0.0000000000	
74   	0.0000000000	0.0054632370	0.0000000000	
75   	0.0000000000	0.0047803323	0.0000000000	
76   	0.0000000000	0.0038697929	0.0000000000	
77   	0.0000000000	0.0040974277	0.0000000000	
78   	0.0000000000	0.0043250626	0.0000000000	
79   	0.0000000000	0.0036421580	0.0000000000	
80   	0.0000000000	0.0063737765	0.0000000000	
81   	0.0000000000	0.0052356021	0.0000000000	
82   	0.0000000000	0.0072843160	0.0000000000	
83   	0.0002821670	0.0045526975	0.0000000000	
84   	0.0000000000	0.0038697929	0.0000000000	
85   	0.0000000000	0.0034145231	0.0000000000	
86   	0.0000000000	0.0025039836	0.0000000000	
87   	0.0000000000	0.0022763487	0.0000000000	
88   	0.0002821670	0.0034145231	0.0000000000	
89   	0.0000000000	0.0043250626	0.0000000000	
90   	0.0000000000	0.0059185067	0.0000000000	
91   	0.0000000000	0.0066014113	0.0000000000	
92   	0.0000000000	0.0066014113	0.0000000000	
93   	0.0000000000	0.0059185067	0.0000000000	
94   	0.0000000000	0.0116093786	0.0000000000	
95   	0.0000000000	0.0163897109	0.0000000000	
96   	0.0000000000	0.0173002504	0.0000000000	
97   	0.0000000000	0.0152515365	0.0000000000	
98   	0.0000000000	0.0138857273	0.0000000000	
99   	0.0000000000	0.0122922832	0.0000000000	
100  	0.0000000000	0.0116093786	0.0000000000	
101  	0.0000000000	0.0127475529	0.0000000000	
102  	0.0000000000	0.0118370134	0.0000000000	
103  	0.0000000000	0.0145686319	0.0000000000	
104  	0.0000000000	0.0134304575	0.0000000000	
105  	0.0000000000	0.0143409970	0.0000000000	
106  	0.0000000000	0.0145686319	0.0000000000	
107  	0.0000000000	0.0116093786	0.0000000000	
108  	0.0000000000	0.0198042340	0.0000000000	
109  	0.0000000000	0.0173002504	0.0000000000	
110  	0.0000000000	0.0188936945	0.0000000000	
111  	0.0000000000	0.0195765991	0.0000000000	
112  	0.0000000000	0.0138857273	0.0000000000	
113  	0.0000000000	0.0143409970	0.0000000000	
114  	0.0002821670	0.0132028227	0.0000000000	
115  	0.0000000000	0.0079672206	0.0000000000	
116  	0.0000000000	0.0072843160	0.0000000000	
117  	0.0000000000	0.0063737765	0.0000000000	
118  	0.0000000000	0.0066014113	0.0000000000	
119  	0.0000000000	0.0052356021	0.0000000000	
120  	0.0000000000	0.0047803323	0.0000000000	
121  	0.0000000000	0.0047803323	0.0000000000	
122  	0.0002821670	0.0047803323	0.0000000000	
123  	0.0000000000	0.0036421580	0.0000000000	
124  	0.0000000000	0.0047803323	0.0000000000	
125  	0.0000000000	0.0031868882	0.0000000000	
126  	0.0000000000	0.0027316185	0.0000000000	
127  	0.0000000000	0.0029592534	0.0000000000	
128  	0.0000000000	0.0020487139	0.0000000000	
129  	0.0000000000	0.0009105395	0.0000000000	
130  	0.0000000000	0.0002276349	0.0000000000	
131  	0.0000000000	0.0006829046	0.0000000000	
132  	0.0000000000	0.0002276349	0.0000000000	
133  	0.0000000000	0.0000000000	0.0000000000	
134  	0.0000000000	0.0000000000	0.0000000000	
135  	0.0002821670	0.0000000000	0.0000000000	
136  	0.0000000000	0.0000000000	0.0000000000	
137  	0.0000000000	0.0000000000	0.0000000000	
138  	0.0000000000	0.0000000000	0.0000000000	
139  	0.0000000000	0.0000000000	0.0000000000	
140  	0.0000000000	0.0000000000	0.0000000000	
141  	0.0000000000	0.0000000000	0.0000000000	
142  	0.0000000000	0.0000000000	0.0000000000	
143  	0.0002821670	0.0000000000	0.0000000000	
144  	0.0000000000	0.0000000000	0.0000000000	
145  	0.0000000000	0.0000000000	0.0000000000	
146  	0.0000000000	0.0000000000	0.0000000000	
147  	0.0000000000	0.0000000000	0.0000000000	
148  	0.0000000000	0.0000000000	0.0000000000	
149  	0.0005643341	0.0000000000	0.0000000000	
150  	0.0008465011	0.0000000000	0.0000000000	
151  	0.0008465011	0.0000000000	0.0000000000	
152  	0.0014108352	0.0000000000	0.0000000000	
153  	0.0022573363	0.0000000000	0.0000000000	
154  	0.0014108352	0.0000000000	0.0000000000	
155  	0.0025395034	0.0000000000	0.0000000000	
156  	0.0022573363	0.0000000000	0.0000000000	
157  	0.0016930023	0.0000000000	0.0000000000	
158  	0.0002821670	0.0000000000	0.0000000000	
159  	0.0005643341	0.0000000000	0.0000000000	
160  	0.0008465011	0.0000000000	0.0000000000	
161  	0.0000000000	0.0000000000	0.0000000000	
162  	0.0011286682	0.0000000000	0.0000000000	
163  	0.0011286682	0.0000000000	0.0000000000	
164  	0.0005643341	0.0000000000	0.0000000000	
165  	0.0002821670	0.0000000000	0.0000000000	
166  	0.0005643341	0.0000000000	0.0000000000	
167  	0.0000000000	0.0000000000	0.0000000000	
