Value	R           	G           	B           	
1    	0.2578356002	0.3631689647	0.0937031484	
2    	0.0549970432	0.0951156812	0.0461019490	
3    	0.0082791248	0.0084131806	0.0052473763	
4    	0.0026611473	0.0004673989	0.0018740630	
5    	0.0014784151	0.0002336995	0.0000000000	
6    	0.0000000000	0.0002336995	0.0003748126	
7    	0.0000000000	0.0000000000	0.0000000000	
8    	0.0000000000	0.0002336995	0.0000000000	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0002956830	0.0000000000	0.0000000000	
11   	0.0002956830	0.0000000000	0.0000000000	
12   	0.0000000000	0.0004673989	0.0003748126	
13   	0.0000000000	0.0000000000	0.0000000000	
14   	0.0002956830	0.0000000000	0.0011244378	
15   	0.0000000000	0.0000000000	0.0007496252	
16   	0.0000000000	0.0000000000	0.0014992504	
17   	0.0000000000	0.0000000000	0.0044977511	
18   	0.0000000000	0.0000000000	0.0082458771	
19   	0.0000000000	0.0000000000	0.0202398801	
20   	0.0000000000	0.0000000000	0.0378560720	
21   	0.0000000000	0.0002336995	0.0374812594	
22   	0.0000000000	0.0002336995	0.0509745127	
23   	0.0002956830	0.0000000000	0.0509745127	
24   	0.0002956830	0.0000000000	0.0442278861	
25   	0.0000000000	0.0000000000	0.0457271364	
26   	0.0000000000	0.0000000000	0.0386056972	
27   	0.0000000000	0.0000000000	0.0532233883	
28   	0.0000000000	0.0000000000	0.0625937031	
29   	0.0000000000	0.0000000000	0.0644677661	
30   	0.0000000000	0.0009347978	0.0622188906	
31   	0.0000000000	0.0016358962	0.0550974513	
32   	0.0000000000	0.0011684973	0.0614692654	
33   	0.0000000000	0.0009347978	0.0528485757	
34   	0.0000000000	0.0011684973	0.0367316342	
35   	0.0000000000	0.0018695957	0.0273613193	
36   	0.0000000000	0.0042065903	0.0172413793	
37   	0.0000000000	0.0086468801	0.0097451274	
38   	0.0000000000	0.0091142790	0.0041229385	
39   	0.0002956830	0.0137882683	0.0022488756	
40   	0.0000000000	0.0170600608	0.0003748126	
41   	0.0000000000	0.0200981538	0.0000000000	
42   	0.0000000000	0.0231362468	0.0000000000	
43   	0.0000000000	0.0154241645	0.0000000000	
44   	0.0000000000	0.0158915634	0.0000000000	
45   	0.0000000000	0.0086468801	0.0000000000	
46   	0.0000000000	0.0112175742	0.0000000000	
47   	0.0002956830	0.0102827763	0.0000000000	
48   	0.0000000000	0.0072446833	0.0000000000	
49   	0.0000000000	0.0095816780	0.0000000000	
50   	0.0000000000	0.0098153774	0.0000000000	
51   	0.0000000000	0.0116849731	0.0000000000	
52   	0.0000000000	0.0105164758	0.0000000000	
53   	0.0000000000	0.0135545688	0.0000000000	
54   	0.0000000000	0.0119186726	0.0000000000	
55   	0.0000000000	0.0112175742	0.0000000000	
56   	0.0000000000	0.0088805796	0.0000000000	
57   	0.0000000000	0.0091142790	0.0000000000	
58   	0.0000000000	0.0107501753	0.0000000000	
59   	0.0002956830	0.0123860715	0.0000000000	
60   	0.0000000000	0.0112175742	0.0000000000	
61   	0.0000000000	0.0123860715	0.0000000000	
62   	0.0000000000	0.0126197710	0.0000000000	
