Value	R           	G           	B           	
1    	0.2453292496	0.3653084983	0.0861003861	
2    	0.0490045942	0.0961583236	0.0316602317	
3    	0.0052067381	0.0076833527	0.0030888031	
4    	0.0003062787	0.0000000000	0.0003861004	
5    	0.0015313936	0.0000000000	0.0000000000	
6    	0.0000000000	0.0004656577	0.0003861004	
7    	0.0000000000	0.0002328289	0.0003861004	
8    	0.0000000000	0.0000000000	0.0000000000	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0000000000	0.0002328289	0.0000000000	
11   	0.0000000000	0.0002328289	0.0003861004	
12   	0.0000000000	0.0000000000	0.0000000000	
13   	0.0000000000	0.0000000000	0.0000000000	
14   	0.0000000000	0.0000000000	0.0000000000	
15   	0.0006125574	0.0000000000	0.0003861004	
16   	0.0000000000	0.0000000000	0.0000000000	
17   	0.0000000000	0.0004656577	0.0000000000	
18   	0.0000000000	0.0000000000	0.0000000000	
19   	0.0000000000	0.0000000000	0.0003861004	
20   	0.0000000000	0.0000000000	0.0003861004	
21   	0.0000000000	0.0000000000	0.0000000000	
22   	0.0000000000	0.0000000000	0.0015444015	
23   	0.0000000000	0.0000000000	0.0023166023	
24   	0.0000000000	0.0000000000	0.0038610039	
25   	0.0000000000	0.0000000000	0.0104247104	
26   	0.0000000000	0.0000000000	0.0158301158	
27   	0.0003062787	0.0000000000	0.0154440154	
28   	0.0000000000	0.0004656577	0.0208494208	
29   	0.0000000000	0.0000000000	0.0332046332	
30   	0.0000000000	0.0000000000	0.0343629344	
31   	0.0000000000	0.0000000000	0.0405405405	
32   	0.0000000000	0.0000000000	0.0451737452	
33   	0.0000000000	0.0000000000	0.0490347490	
34   	0.0000000000	0.0018626310	0.0559845560	
35   	0.0003062787	0.0020954598	0.0455598456	
36   	0.0000000000	0.0006984866	0.0478764479	
37   	0.0000000000	0.0011641444	0.0474903475	
38   	0.0000000000	0.0009313155	0.0397683398	
39   	0.0000000000	0.0011641444	0.0428571429	
40   	0.0000000000	0.0023282887	0.0505791506	
41   	0.0000000000	0.0009313155	0.0463320463	
42   	0.0000000000	0.0039580908	0.0432432432	
43   	0.0000000000	0.0027939464	0.0374517375	
44   	0.0000000000	0.0039580908	0.0343629344	
45   	0.0000000000	0.0058207218	0.0393822394	
46   	0.0000000000	0.0116414435	0.0185328185	
47   	0.0000000000	0.0118742724	0.0169884170	
48   	0.0000000000	0.0144353900	0.0204633205	
49   	0.0000000000	0.0107101281	0.0046332046	
50   	0.0003062787	0.0076833527	0.0073359073	
51   	0.0000000000	0.0125727590	0.0019305019	
52   	0.0000000000	0.0109429569	0.0027027027	
53   	0.0000000000	0.0100116414	0.0000000000	
54   	0.0000000000	0.0114086147	0.0000000000	
55   	0.0000000000	0.0183934808	0.0000000000	
56   	0.0000000000	0.0167636787	0.0000000000	
57   	0.0000000000	0.0139697322	0.0000000000	
58   	0.0003062787	0.0111757858	0.0000000000	
59   	0.0000000000	0.0176949942	0.0000000000	
60   	0.0000000000	0.0195576251	0.0000000000	
61   	0.0000000000	0.0188591385	0.0000000000	
62   	0.0000000000	0.0186263097	0.0000000000	
63   	0.0000000000	0.0172293364	0.0000000000	
64   	0.0000000000	0.0160651921	0.0000000000	
65   	0.0000000000	0.0151338766	0.0000000000	
66   	0.0000000000	0.0167636787	0.0000000000	
67   	0.0000000000	0.0172293364	0.0000000000	
68   	0.0000000000	0.0132712456	0.0000000000	
69   	0.0000000000	0.0144353900	0.0000000000	
70   	0.0000000000	0.0146682189	0.0000000000	
71   	0.0000000000	0.0158323632	0.0000000000	
72   	0.0000000000	0.0146682189	0.0000000000	
73   	0.0000000000	0.0162980210	0.0000000000	
74   	0.0000000000	0.0183934808	0.0000000000	
75   	0.0000000000	0.0155995343	0.0000000000	
76   	0.0000000000	0.0107101281	0.0000000000	
77   	0.0003062787	0.0107101281	0.0000000000	
78   	0.0000000000	0.0130384168	0.0000000000	
79   	0.0000000000	0.0067520373	0.0000000000	
80   	0.0000000000	0.0051222352	0.0000000000	
81   	0.0000000000	0.0044237485	0.0000000000	
82   	0.0000000000	0.0025611176	0.0000000000	
83   	0.0000000000	0.0016298021	0.0000000000	
84   	0.0000000000	0.0020954598	0.0000000000	
85   	0.0000000000	0.0011641444	0.0000000000	
86   	0.0000000000	0.0006984866	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0003062787	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0000000000	0.0000000000	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0000000000	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0000000000	0.0000000000	0.0000000000	
105  	0.0000000000	0.0000000000	0.0000000000	
106  	0.0000000000	0.0000000000	0.0000000000	
107  	0.0003062787	0.0000000000	0.0000000000	
108  	0.0000000000	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0000000000	0.0000000000	0.0000000000	
111  	0.0000000000	0.0000000000	0.0000000000	
112  	0.0000000000	0.0000000000	0.0000000000	
113  	0.0000000000	0.0000000000	0.0000000000	
114  	0.0000000000	0.0000000000	0.0000000000	
115  	0.0000000000	0.0000000000	0.0000000000	
116  	0.0000000000	0.0000000000	0.0000000000	
117  	0.0000000000	0.0000000000	0.0000000000	
118  	0.0003062787	0.0000000000	0.0000000000	
119  	0.0000000000	0.0000000000	0.0000000000	
120  	0.0000000000	0.0000000000	0.0000000000	
121  	0.0000000000	0.0000000000	0.0000000000	
122  	0.0000000000	0.0000000000	0.0000000000	
123  	0.0000000000	0.0000000000	0.0000000000	
124  	0.0000000000	0.0000000000	0.0000000000	
125  	0.0000000000	0.0000000000	0.0000000000	
126  	0.0000000000	0.0000000000	0.0000000000	
127  	0.0000000000	0.0000000000	0.0000000000	
