Value	R           	G           	B           	
1    	0.2630962833	0.3682706051	0.0783410138	
2    	0.0588235294	0.0826584088	0.0407066052	
3    	0.0099502488	0.0052405908	0.0065284178	
4    	0.0002926544	0.0000000000	0.0000000000	
5    	0.0002926544	0.0002382087	0.0003840246	
6    	0.0000000000	0.0002382087	0.0007680492	
7    	0.0000000000	0.0002382087	0.0000000000	
8    	0.0002926544	0.0000000000	0.0000000000	
9    	0.0000000000	0.0000000000	0.0003840246	
10   	0.0002926544	0.0000000000	0.0000000000	
11   	0.0000000000	0.0002382087	0.0015360983	
12   	0.0000000000	0.0002382087	0.0042242704	
13   	0.0000000000	0.0000000000	0.0218894009	
14   	0.0000000000	0.0000000000	0.0668202765	
15   	0.0000000000	0.0000000000	0.1240399386	
16   	0.0002926544	0.0000000000	0.1559139785	
17   	0.0000000000	0.0002382087	0.1459293395	
18   	0.0000000000	0.0000000000	0.1248079877	
19   	0.0000000000	0.0002382087	0.1082949309	
20   	0.0000000000	0.0000000000	0.0572196621	
21   	0.0002926544	0.0000000000	0.0372503840	
22   	0.0000000000	0.0000000000	0.0168970814	
23   	0.0000000000	0.0000000000	0.0046082949	
24   	0.0000000000	0.0000000000	0.0026881720	
25   	0.0000000000	0.0002382087	0.0000000000	
26   	0.0002926544	0.0000000000	0.0000000000	
27   	0.0000000000	0.0000000000	0.0003840246	
28   	0.0000000000	0.0002382087	0.0000000000	
29   	0.0000000000	0.0000000000	0.0000000000	
30   	0.0000000000	0.0000000000	0.0000000000	
31   	0.0000000000	0.0000000000	0.0000000000	
32   	0.0000000000	0.0000000000	0.0000000000	
33   	0.0000000000	0.0002382087	0.0000000000	
34   	0.0000000000	0.0000000000	0.0000000000	
35   	0.0000000000	0.0000000000	0.0000000000	
36   	0.0000000000	0.0002382087	0.0000000000	
37   	0.0002926544	0.0007146260	0.0000000000	
38   	0.0000000000	0.0014292520	0.0000000000	
39   	0.0000000000	0.0009528347	0.0000000000	
40   	0.0000000000	0.0016674607	0.0000000000	
41   	0.0000000000	0.0047641734	0.0000000000	
42   	0.0000000000	0.0116722249	0.0000000000	
43   	0.0002926544	0.0145307289	0.0000000000	
44   	0.0000000000	0.0131014769	0.0000000000	
45   	0.0000000000	0.0111958075	0.0000000000	
46   	0.0000000000	0.0152453549	0.0000000000	
47   	0.0000000000	0.0100047642	0.0000000000	
48   	0.0000000000	0.0135778942	0.0000000000	
49   	0.0000000000	0.0157217723	0.0000000000	
50   	0.0000000000	0.0257265364	0.0000000000	
51   	0.0000000000	0.0257265364	0.0000000000	
52   	0.0000000000	0.0188184850	0.0000000000	
53   	0.0000000000	0.0138161029	0.0000000000	
54   	0.0000000000	0.0111958075	0.0000000000	
55   	0.0000000000	0.0100047642	0.0000000000	
56   	0.0002926544	0.0107193902	0.0000000000	
57   	0.0000000000	0.0092901382	0.0000000000	
58   	0.0000000000	0.0121486422	0.0000000000	
59   	0.0002926544	0.0204859457	0.0000000000	
60   	0.0000000000	0.0197713197	0.0000000000	
61   	0.0000000000	0.0259647451	0.0000000000	
62   	0.0000000000	0.0390662220	0.0000000000	
63   	0.0000000000	0.0371605526	0.0000000000	
64   	0.0000000000	0.0331110052	0.0000000000	
65   	0.0000000000	0.0369223440	0.0000000000	
66   	0.0000000000	0.0240590758	0.0000000000	
67   	0.0000000000	0.0204859457	0.0000000000	
68   	0.0000000000	0.0150071463	0.0000000000	
69   	0.0000000000	0.0080990948	0.0000000000	
70   	0.0000000000	0.0054787994	0.0000000000	
71   	0.0000000000	0.0023820867	0.0000000000	
72   	0.0000000000	0.0009528347	0.0000000000	
73   	0.0002926544	0.0000000000	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0000000000	0.0000000000	0.0000000000	
76   	0.0002926544	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0000000000	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0002926544	0.0000000000	0.0000000000	
83   	0.0000000000	0.0000000000	0.0000000000	
84   	0.0005853088	0.0000000000	0.0000000000	
85   	0.0008779631	0.0000000000	0.0000000000	
86   	0.0008779631	0.0000000000	0.0000000000	
87   	0.0017559263	0.0000000000	0.0000000000	
88   	0.0008779631	0.0000000000	0.0000000000	
89   	0.0011706175	0.0000000000	0.0000000000	
90   	0.0026338894	0.0000000000	0.0000000000	
91   	0.0029265438	0.0000000000	0.0000000000	
92   	0.0020485806	0.0000000000	0.0000000000	
93   	0.0026338894	0.0000000000	0.0000000000	
94   	0.0058530875	0.0000000000	0.0000000000	
95   	0.0026338894	0.0000000000	0.0000000000	
96   	0.0061457419	0.0000000000	0.0000000000	
97   	0.0014632719	0.0000000000	0.0000000000	
98   	0.0008779631	0.0000000000	0.0000000000	
