Value	R           	G           	B           	
1    	0.2742076185	0.3620247259	0.1121256392	
2    	0.0537947078	0.0956379753	0.0474799123	
3    	0.0075603373	0.0095637975	0.0069393718	
4    	0.0005815644	0.0004665267	0.0010956903	
5    	0.0002907822	0.0002332634	0.0000000000	
6    	0.0002907822	0.0000000000	0.0000000000	
7    	0.0000000000	0.0004665267	0.0003652301	
8    	0.0000000000	0.0000000000	0.0000000000	
9    	0.0002907822	0.0000000000	0.0003652301	
10   	0.0000000000	0.0000000000	0.0000000000	
11   	0.0000000000	0.0002332634	0.0003652301	
12   	0.0000000000	0.0000000000	0.0003652301	
13   	0.0000000000	0.0000000000	0.0000000000	
14   	0.0000000000	0.0002332634	0.0000000000	
15   	0.0002907822	0.0000000000	0.0000000000	
16   	0.0002907822	0.0000000000	0.0000000000	
17   	0.0000000000	0.0000000000	0.0003652301	
18   	0.0000000000	0.0000000000	0.0000000000	
19   	0.0000000000	0.0002332634	0.0000000000	
20   	0.0000000000	0.0002332634	0.0007304602	
21   	0.0000000000	0.0000000000	0.0018261505	
22   	0.0000000000	0.0000000000	0.0032870709	
23   	0.0000000000	0.0000000000	0.0087655223	
24   	0.0000000000	0.0000000000	0.0142439737	
25   	0.0000000000	0.0000000000	0.0204528853	
26   	0.0000000000	0.0000000000	0.0292184076	
27   	0.0000000000	0.0000000000	0.0281227173	
28   	0.0000000000	0.0002332634	0.0332359386	
29   	0.0002907822	0.0000000000	0.0361577794	
30   	0.0000000000	0.0000000000	0.0361577794	
31   	0.0000000000	0.0002332634	0.0325054785	
32   	0.0002907822	0.0000000000	0.0266617969	
33   	0.0000000000	0.0000000000	0.0306793280	
34   	0.0000000000	0.0000000000	0.0288531775	
35   	0.0000000000	0.0000000000	0.0244704164	
36   	0.0000000000	0.0000000000	0.0284879474	
37   	0.0000000000	0.0002332634	0.0332359386	
38   	0.0000000000	0.0002332634	0.0346968590	
39   	0.0000000000	0.0004665267	0.0416362308	
40   	0.0000000000	0.0018661068	0.0361577794	
41   	0.0000000000	0.0025658969	0.0244704164	
42   	0.0000000000	0.0058315839	0.0259313367	
43   	0.0002907822	0.0067646373	0.0193571950	
44   	0.0000000000	0.0095637975	0.0288531775	
45   	0.0000000000	0.0093305342	0.0248356465	
46   	0.0000000000	0.0079309540	0.0295836377	
47   	0.0000000000	0.0107301143	0.0292184076	
48   	0.0000000000	0.0095637975	0.0339663988	
49   	0.0000000000	0.0086307441	0.0237399562	
50   	0.0000000000	0.0081642174	0.0168005844	
51   	0.0000000000	0.0114299044	0.0146092038	
52   	0.0000000000	0.0090972708	0.0102264427	
53   	0.0000000000	0.0111966410	0.0076698320	
54   	0.0000000000	0.0130627478	0.0040175310	
55   	0.0000000000	0.0125962211	0.0036523009	
56   	0.0000000000	0.0109633777	0.0025566107	
57   	0.0000000000	0.0121296944	0.0003652301	
58   	0.0002907822	0.0128294845	0.0000000000	
59   	0.0000000000	0.0156286447	0.0000000000	
60   	0.0002907822	0.0114299044	0.0000000000	
61   	0.0000000000	0.0102635876	0.0000000000	
62   	0.0000000000	0.0137625379	0.0000000000	
63   	0.0000000000	0.0116631677	0.0003652301	
64   	0.0000000000	0.0062981106	0.0000000000	
65   	0.0000000000	0.0088640075	0.0000000000	
66   	0.0000000000	0.0086307441	0.0003652301	
67   	0.0000000000	0.0046652671	0.0000000000	
68   	0.0000000000	0.0076976907	0.0000000000	
69   	0.0000000000	0.0062981106	0.0000000000	
70   	0.0000000000	0.0067646373	0.0000000000	
71   	0.0000000000	0.0069979006	0.0000000000	
72   	0.0000000000	0.0051317938	0.0000000000	
73   	0.0000000000	0.0048985304	0.0000000000	
74   	0.0000000000	0.0062981106	0.0000000000	
75   	0.0000000000	0.0083974808	0.0000000000	
76   	0.0000000000	0.0055983205	0.0000000000	
77   	0.0000000000	0.0083974808	0.0000000000	
78   	0.0000000000	0.0074644273	0.0000000000	
79   	0.0002907822	0.0132960112	0.0000000000	
80   	0.0002907822	0.0097970609	0.0000000000	
81   	0.0000000000	0.0111966410	0.0000000000	
82   	0.0000000000	0.0132960112	0.0000000000	
83   	0.0000000000	0.0116631677	0.0000000000	
84   	0.0000000000	0.0146955913	0.0000000000	
85   	0.0000000000	0.0109633777	0.0000000000	
86   	0.0000000000	0.0095637975	0.0000000000	
87   	0.0000000000	0.0081642174	0.0000000000	
88   	0.0000000000	0.0076976907	0.0000000000	
89   	0.0000000000	0.0111966410	0.0000000000	
90   	0.0000000000	0.0100303242	0.0000000000	
91   	0.0002907822	0.0086307441	0.0000000000	
92   	0.0000000000	0.0081642174	0.0000000000	
93   	0.0000000000	0.0058315839	0.0000000000	
94   	0.0000000000	0.0055983205	0.0000000000	
