Value	R           	G           	B           	
1    	0.2499246307	0.3593565176	0.0798624379	
2    	0.0518540850	0.0943931867	0.0466182652	
3    	0.0087428399	0.0068606577	0.0038211693	
4    	0.0009044317	0.0000000000	0.0003821169	
5    	0.0006029545	0.0004731488	0.0000000000	
6    	0.0000000000	0.0000000000	0.0000000000	
7    	0.0000000000	0.0000000000	0.0003821169	
8    	0.0000000000	0.0000000000	0.0007642339	
9    	0.0000000000	0.0002365744	0.0007642339	
10   	0.0006029545	0.0002365744	0.0038211693	
11   	0.0000000000	0.0000000000	0.0095529232	
12   	0.0000000000	0.0000000000	0.0248376003	
13   	0.0000000000	0.0002365744	0.0481467329	
14   	0.0000000000	0.0000000000	0.0619029423	
15   	0.0000000000	0.0000000000	0.0664883454	
16   	0.0000000000	0.0000000000	0.0783339702	
17   	0.0000000000	0.0000000000	0.0664883454	
18   	0.0000000000	0.0004731488	0.0645777608	
19   	0.0000000000	0.0000000000	0.0783339702	
20   	0.0003014772	0.0011828720	0.0997325182	
21   	0.0003014772	0.0026023184	0.0833014903	
22   	0.0000000000	0.0028388928	0.0714558655	
23   	0.0000000000	0.0028388928	0.0569354222	
24   	0.0000000000	0.0049680625	0.0347726404	
25   	0.0000000000	0.0040217648	0.0145204433	
26   	0.0000000000	0.0085166785	0.0034390524	
27   	0.0000000000	0.0092264017	0.0003821169	
28   	0.0000000000	0.0115921457	0.0000000000	
29   	0.0000000000	0.0146676130	0.0000000000	
30   	0.0000000000	0.0201088242	0.0000000000	
31   	0.0000000000	0.0231842915	0.0000000000	
32   	0.0003014772	0.0298083747	0.0000000000	
33   	0.0000000000	0.0189259522	0.0000000000	
34   	0.0000000000	0.0179796546	0.0000000000	
35   	0.0000000000	0.0078069553	0.0000000000	
36   	0.0003014772	0.0125384433	0.0000000000	
37   	0.0000000000	0.0149041874	0.0000000000	
38   	0.0000000000	0.0118287201	0.0000000000	
39   	0.0000000000	0.0118287201	0.0000000000	
40   	0.0000000000	0.0151407618	0.0000000000	
41   	0.0000000000	0.0151407618	0.0000000000	
42   	0.0000000000	0.0137213154	0.0000000000	
43   	0.0000000000	0.0144310386	0.0000000000	
44   	0.0000000000	0.0201088242	0.0000000000	
45   	0.0000000000	0.0250768867	0.0000000000	
46   	0.0000000000	0.0274426307	0.0000000000	
47   	0.0000000000	0.0243671635	0.0000000000	
48   	0.0000000000	0.0163236338	0.0000000000	
49   	0.0003014772	0.0125384433	0.0000000000	
50   	0.0000000000	0.0118287201	0.0000000000	
51   	0.0000000000	0.0099361249	0.0000000000	
52   	0.0000000000	0.0087532529	0.0000000000	
53   	0.0000000000	0.0113555713	0.0000000000	
54   	0.0000000000	0.0177430802	0.0000000000	
55   	0.0000000000	0.0224745683	0.0000000000	
56   	0.0000000000	0.0182162290	0.0000000000	
57   	0.0000000000	0.0096995505	0.0000000000	
58   	0.0003014772	0.0056777857	0.0000000000	
59   	0.0000000000	0.0030754672	0.0000000000	
60   	0.0000000000	0.0021291696	0.0000000000	
61   	0.0000000000	0.0007097232	0.0000000000	
62   	0.0000000000	0.0000000000	0.0000000000	
63   	0.0000000000	0.0002365744	0.0000000000	
64   	0.0000000000	0.0000000000	0.0000000000	
65   	0.0000000000	0.0000000000	0.0000000000	
66   	0.0000000000	0.0000000000	0.0000000000	
67   	0.0003014772	0.0000000000	0.0000000000	
68   	0.0000000000	0.0000000000	0.0000000000	
69   	0.0000000000	0.0000000000	0.0000000000	
70   	0.0000000000	0.0000000000	0.0000000000	
71   	0.0000000000	0.0000000000	0.0000000000	
72   	0.0000000000	0.0000000000	0.0000000000	
73   	0.0000000000	0.0000000000	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0000000000	0.0000000000	0.0000000000	
76   	0.0000000000	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0000000000	0.0000000000	0.0000000000	
81   	0.0003014772	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0000000000	0.0000000000	0.0000000000	
84   	0.0000000000	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0003014772	0.0000000000	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0000000000	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0000000000	0.0000000000	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0003014772	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0003014772	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0003014772	0.0000000000	0.0000000000	
105  	0.0000000000	0.0000000000	0.0000000000	
106  	0.0000000000	0.0000000000	0.0000000000	
107  	0.0000000000	0.0000000000	0.0000000000	
108  	0.0003014772	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0003014772	0.0000000000	0.0000000000	
111  	0.0018088634	0.0000000000	0.0000000000	
112  	0.0003014772	0.0000000000	0.0000000000	
113  	0.0006029545	0.0000000000	0.0000000000	
114  	0.0027132951	0.0000000000	0.0000000000	
115  	0.0054265903	0.0000000000	0.0000000000	
116  	0.0033162496	0.0000000000	0.0000000000	
117  	0.0030147724	0.0000000000	0.0000000000	
118  	0.0048236358	0.0000000000	0.0000000000	
119  	0.0036177269	0.0000000000	0.0000000000	
120  	0.0033162496	0.0000000000	0.0000000000	
121  	0.0015073862	0.0000000000	0.0000000000	
122  	0.0033162496	0.0000000000	0.0000000000	
123  	0.0015073862	0.0000000000	0.0000000000	
124  	0.0006029545	0.0000000000	0.0000000000	
125  	0.0015073862	0.0000000000	0.0000000000	
126  	0.0063310220	0.0000000000	0.0000000000	
127  	0.0006029545	0.0000000000	0.0000000000	
128  	0.0021103407	0.0000000000	0.0000000000	
129  	0.0024118179	0.0000000000	0.0000000000	
130  	0.0015073862	0.0000000000	0.0000000000	
131  	0.0045221586	0.0000000000	0.0000000000	
132  	0.0042206813	0.0000000000	0.0000000000	
133  	0.0015073862	0.0000000000	0.0000000000	
134  	0.0024118179	0.0000000000	0.0000000000	
135  	0.0039192041	0.0000000000	0.0000000000	
136  	0.0048236358	0.0000000000	0.0000000000	
137  	0.0063310220	0.0000000000	0.0000000000	
138  	0.0045221586	0.0000000000	0.0000000000	
139  	0.0078384082	0.0000000000	0.0000000000	
140  	0.0078384082	0.0000000000	0.0000000000	
141  	0.0048236358	0.0000000000	0.0000000000	
142  	0.0039192041	0.0000000000	0.0000000000	
143  	0.0018088634	0.0000000000	0.0000000000	
144  	0.0027132951	0.0000000000	0.0000000000	
145  	0.0048236358	0.0000000000	0.0000000000	
146  	0.0012059090	0.0000000000	0.0000000000	
147  	0.0012059090	0.0000000000	0.0000000000	
