Value	R           	G           	B           	
1    	0.2480715828	0.3591028394	0.0673189824	
2    	0.0435050910	0.0904318778	0.0379647750	
3    	0.0037025609	0.0071581961	0.0043052838	
4    	0.0015427337	0.0004772131	0.0007827789	
5    	0.0000000000	0.0000000000	0.0000000000	
6    	0.0000000000	0.0002386065	0.0000000000	
7    	0.0000000000	0.0000000000	0.0003913894	
8    	0.0000000000	0.0002386065	0.0000000000	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0003085467	0.0002386065	0.0003913894	
11   	0.0000000000	0.0000000000	0.0003913894	
12   	0.0003085467	0.0000000000	0.0000000000	
13   	0.0000000000	0.0000000000	0.0019569472	
14   	0.0000000000	0.0000000000	0.0003913894	
15   	0.0000000000	0.0000000000	0.0019569472	
16   	0.0000000000	0.0002386065	0.0074363992	
17   	0.0000000000	0.0002386065	0.0156555773	
18   	0.0000000000	0.0000000000	0.0324853229	
19   	0.0000000000	0.0000000000	0.0273972603	
20   	0.0000000000	0.0000000000	0.0246575342	
21   	0.0000000000	0.0000000000	0.0246575342	
22   	0.0000000000	0.0000000000	0.0234833659	
23   	0.0003085467	0.0002386065	0.0266144814	
24   	0.0000000000	0.0000000000	0.0258317025	
25   	0.0000000000	0.0009544262	0.0344422701	
26   	0.0000000000	0.0021474588	0.0434442270	
27   	0.0000000000	0.0016702458	0.0356164384	
28   	0.0003085467	0.0009544262	0.0454011742	
29   	0.0000000000	0.0016702458	0.0438356164	
30   	0.0000000000	0.0031018850	0.0571428571	
31   	0.0000000000	0.0057265569	0.0763209393	
32   	0.0000000000	0.0071581961	0.0598825832	
33   	0.0000000000	0.0045335242	0.0716242661	
34   	0.0000000000	0.0023860654	0.0653620352	
35   	0.0000000000	0.0021474588	0.0477495108	
36   	0.0000000000	0.0014316392	0.0305283757	
37   	0.0000000000	0.0028632785	0.0230919765	
38   	0.0000000000	0.0042949177	0.0203522505	
39   	0.0000000000	0.0057265569	0.0090019569	
40   	0.0000000000	0.0057265569	0.0054794521	
41   	0.0000000000	0.0071581961	0.0039138943	
42   	0.0000000000	0.0045335242	0.0015655577	
43   	0.0003085467	0.0035790981	0.0003913894	
44   	0.0000000000	0.0031018850	0.0003913894	
45   	0.0000000000	0.0054879504	0.0000000000	
46   	0.0003085467	0.0059651634	0.0000000000	
47   	0.0000000000	0.0097828681	0.0000000000	
48   	0.0000000000	0.0081126223	0.0000000000	
49   	0.0000000000	0.0140777857	0.0000000000	
50   	0.0000000000	0.0119303269	0.0000000000	
51   	0.0000000000	0.0128847530	0.0000000000	
52   	0.0000000000	0.0119303269	0.0000000000	
53   	0.0000000000	0.0112145073	0.0000000000	
54   	0.0000000000	0.0085898354	0.0000000000	
55   	0.0000000000	0.0081126223	0.0000000000	
56   	0.0000000000	0.0093056550	0.0000000000	
57   	0.0000000000	0.0128847530	0.0000000000	
58   	0.0000000000	0.0147936053	0.0000000000	
59   	0.0000000000	0.0121689334	0.0000000000	
60   	0.0000000000	0.0116917204	0.0000000000	
61   	0.0000000000	0.0128847530	0.0000000000	
62   	0.0000000000	0.0133619661	0.0000000000	
63   	0.0000000000	0.0126461465	0.0000000000	
64   	0.0000000000	0.0109759007	0.0000000000	
65   	0.0000000000	0.0116917204	0.0000000000	
66   	0.0000000000	0.0138391792	0.0000000000	
67   	0.0000000000	0.0100214746	0.0000000000	
68   	0.0000000000	0.0143163923	0.0000000000	
69   	0.0000000000	0.0140777857	0.0000000000	
70   	0.0000000000	0.0176568838	0.0000000000	
71   	0.0003085467	0.0176568838	0.0000000000	
72   	0.0003085467	0.0159866380	0.0000000000	
73   	0.0000000000	0.0193271296	0.0000000000	
74   	0.0000000000	0.0136005727	0.0000000000	
75   	0.0000000000	0.0159866380	0.0000000000	
76   	0.0000000000	0.0152708184	0.0000000000	
77   	0.0000000000	0.0162252446	0.0000000000	
78   	0.0000000000	0.0128847530	0.0000000000	
79   	0.0000000000	0.0112145073	0.0000000000	
80   	0.0000000000	0.0078740157	0.0000000000	
81   	0.0000000000	0.0073968027	0.0000000000	
82   	0.0000000000	0.0059651634	0.0000000000	
83   	0.0000000000	0.0016702458	0.0000000000	
84   	0.0000000000	0.0021474588	0.0000000000	
85   	0.0000000000	0.0016702458	0.0000000000	
86   	0.0000000000	0.0004772131	0.0000000000	
87   	0.0000000000	0.0014316392	0.0000000000	
88   	0.0000000000	0.0011930327	0.0000000000	
89   	0.0000000000	0.0004772131	0.0000000000	
90   	0.0000000000	0.0007158196	0.0000000000	
91   	0.0000000000	0.0002386065	0.0000000000	
92   	0.0000000000	0.0004772131	0.0000000000	
93   	0.0000000000	0.0000000000	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0003085467	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0000000000	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0000000000	0.0000000000	0.0000000000	
105  	0.0003085467	0.0000000000	0.0000000000	
106  	0.0000000000	0.0000000000	0.0000000000	
107  	0.0000000000	0.0000000000	0.0000000000	
108  	0.0000000000	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0000000000	0.0000000000	0.0000000000	
111  	0.0000000000	0.0000000000	0.0000000000	
112  	0.0000000000	0.0000000000	0.0000000000	
113  	0.0000000000	0.0000000000	0.0000000000	
114  	0.0000000000	0.0000000000	0.0000000000	
115  	0.0000000000	0.0000000000	0.0000000000	
116  	0.0000000000	0.0000000000	0.0000000000	
117  	0.0000000000	0.0000000000	0.0000000000	
118  	0.0000000000	0.0000000000	0.0000000000	
119  	0.0000000000	0.0000000000	0.0000000000	
120  	0.0003085467	0.0000000000	0.0000000000	
121  	0.0000000000	0.0000000000	0.0000000000	
122  	0.0000000000	0.0000000000	0.0000000000	
123  	0.0000000000	0.0000000000	0.0000000000	
