Value	R           	G           	B           	
1    	0.2671232877	0.3631404175	0.0818601076	
2    	0.0479452055	0.0906072106	0.0372790161	
3    	0.0047647409	0.0052182163	0.0046118370	
4    	0.0000000000	0.0002371917	0.0003843198	
5    	0.0002977963	0.0004743833	0.0007686395	
6    	0.0002977963	0.0000000000	0.0000000000	
7    	0.0000000000	0.0000000000	0.0000000000	
8    	0.0000000000	0.0000000000	0.0000000000	
9    	0.0000000000	0.0002371917	0.0000000000	
10   	0.0002977963	0.0002371917	0.0003843198	
11   	0.0002977963	0.0000000000	0.0003843198	
12   	0.0000000000	0.0000000000	0.0000000000	
13   	0.0000000000	0.0004743833	0.0000000000	
14   	0.0000000000	0.0000000000	0.0015372790	
15   	0.0000000000	0.0000000000	0.0065334358	
16   	0.0000000000	0.0014231499	0.0134511914	
17   	0.0002977963	0.0002371917	0.0361260569	
18   	0.0000000000	0.0009487666	0.0580322829	
19   	0.0000000000	0.0040322581	0.0703305150	
20   	0.0000000000	0.0099620493	0.0514988470	
21   	0.0000000000	0.0149430740	0.0541890853	
22   	0.0000000000	0.0225332068	0.0526518063	
23   	0.0002977963	0.0218216319	0.0511145273	
24   	0.0000000000	0.0182637571	0.0353574174	
25   	0.0000000000	0.0168406072	0.0307455803	
26   	0.0000000000	0.0168406072	0.0226748655	
27   	0.0000000000	0.0106736243	0.0215219062	
28   	0.0002977963	0.0132827324	0.0184473482	
29   	0.0000000000	0.0101992410	0.0226748655	
30   	0.0000000000	0.0123339658	0.0257494235	
31   	0.0000000000	0.0156546490	0.0349730976	
32   	0.0000000000	0.0151802657	0.0392006149	
33   	0.0000000000	0.0092504744	0.0430438125	
34   	0.0000000000	0.0090132827	0.0345887779	
35   	0.0002977963	0.0092504744	0.0407378939	
36   	0.0000000000	0.0071157495	0.0261337433	
37   	0.0000000000	0.0052182163	0.0211375865	
38   	0.0000000000	0.0047438330	0.0245964643	
39   	0.0000000000	0.0080645161	0.0184473482	
40   	0.0000000000	0.0111480076	0.0115295926	
41   	0.0000000000	0.0113851992	0.0049961568	
42   	0.0002977963	0.0120967742	0.0015372790	
43   	0.0000000000	0.0156546490	0.0000000000	
44   	0.0000000000	0.0230075901	0.0003843198	
45   	0.0000000000	0.0275142315	0.0000000000	
46   	0.0000000000	0.0310721063	0.0000000000	
47   	0.0000000000	0.0305977230	0.0000000000	
48   	0.0000000000	0.0227703985	0.0000000000	
49   	0.0000000000	0.0144686907	0.0000000000	
50   	0.0000000000	0.0099620493	0.0000000000	
51   	0.0002977963	0.0094876660	0.0000000000	
52   	0.0000000000	0.0099620493	0.0000000000	
53   	0.0000000000	0.0066413662	0.0000000000	
54   	0.0000000000	0.0059297913	0.0000000000	
55   	0.0000000000	0.0056925996	0.0000000000	
56   	0.0000000000	0.0037950664	0.0000000000	
57   	0.0000000000	0.0033206831	0.0000000000	
58   	0.0000000000	0.0042694497	0.0000000000	
59   	0.0000000000	0.0040322581	0.0000000000	
60   	0.0002977963	0.0047438330	0.0000000000	
61   	0.0000000000	0.0035578748	0.0000000000	
62   	0.0000000000	0.0026091082	0.0000000000	
63   	0.0000000000	0.0035578748	0.0000000000	
64   	0.0000000000	0.0023719165	0.0000000000	
65   	0.0000000000	0.0016603416	0.0000000000	
66   	0.0002977963	0.0000000000	0.0000000000	
67   	0.0000000000	0.0000000000	0.0000000000	
68   	0.0000000000	0.0000000000	0.0000000000	
69   	0.0000000000	0.0000000000	0.0000000000	
70   	0.0000000000	0.0000000000	0.0000000000	
71   	0.0000000000	0.0000000000	0.0000000000	
72   	0.0000000000	0.0000000000	0.0000000000	
73   	0.0000000000	0.0000000000	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0000000000	0.0000000000	0.0000000000	
76   	0.0002977963	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0002977963	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0002977963	0.0000000000	0.0000000000	
84   	0.0000000000	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0000000000	0.0000000000	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0000000000	0.0000000000	0.0000000000	
89   	0.0005955926	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0002977963	0.0000000000	0.0000000000	
94   	0.0002977963	0.0000000000	0.0000000000	
95   	0.0008933889	0.0000000000	0.0000000000	
96   	0.0011911852	0.0000000000	0.0000000000	
97   	0.0005955926	0.0000000000	0.0000000000	
98   	0.0017867778	0.0000000000	0.0000000000	
99   	0.0050625372	0.0000000000	0.0000000000	
100  	0.0065515188	0.0000000000	0.0000000000	
101  	0.0041691483	0.0000000000	0.0000000000	
102  	0.0056581298	0.0000000000	0.0000000000	
103  	0.0050625372	0.0000000000	0.0000000000	
104  	0.0014889815	0.0000000000	0.0000000000	
105  	0.0017867778	0.0000000000	0.0000000000	
106  	0.0011911852	0.0000000000	0.0000000000	
107  	0.0020845742	0.0000000000	0.0000000000	
108  	0.0014889815	0.0000000000	0.0000000000	
109  	0.0023823705	0.0000000000	0.0000000000	
110  	0.0008933889	0.0000000000	0.0000000000	
111  	0.0029779631	0.0000000000	0.0000000000	
112  	0.0017867778	0.0000000000	0.0000000000	
113  	0.0032757594	0.0000000000	0.0000000000	
114  	0.0011911852	0.0000000000	0.0000000000	
115  	0.0008933889	0.0000000000	0.0000000000	
116  	0.0005955926	0.0000000000	0.0000000000	
117  	0.0017867778	0.0000000000	0.0000000000	
118  	0.0029779631	0.0000000000	0.0000000000	
119  	0.0032757594	0.0000000000	0.0000000000	
120  	0.0005955926	0.0000000000	0.0000000000	
121  	0.0011911852	0.0000000000	0.0000000000	
122  	0.0023823705	0.0000000000	0.0000000000	
123  	0.0008933889	0.0000000000	0.0000000000	
124  	0.0011911852	0.0000000000	0.0000000000	
125  	0.0017867778	0.0000000000	0.0000000000	
126  	0.0032757594	0.0000000000	0.0000000000	
127  	0.0020845742	0.0000000000	0.0000000000	
128  	0.0005955926	0.0000000000	0.0000000000	
129  	0.0008933889	0.0000000000	0.0000000000	
130  	0.0005955926	0.0000000000	0.0000000000	
131  	0.0020845742	0.0000000000	0.0000000000	
132  	0.0032757594	0.0000000000	0.0000000000	
133  	0.0041691483	0.0000000000	0.0000000000	
134  	0.0053603335	0.0000000000	0.0000000000	
135  	0.0053603335	0.0000000000	0.0000000000	
136  	0.0029779631	0.0000000000	0.0000000000	
137  	0.0029779631	0.0000000000	0.0000000000	
138  	0.0011911852	0.0000000000	0.0000000000	
139  	0.0029779631	0.0000000000	0.0000000000	
140  	0.0017867778	0.0000000000	0.0000000000	
141  	0.0020845742	0.0000000000	0.0000000000	
142  	0.0038713520	0.0000000000	0.0000000000	
143  	0.0053603335	0.0000000000	0.0000000000	
144  	0.0044669446	0.0000000000	0.0000000000	
145  	0.0050625372	0.0000000000	0.0000000000	
146  	0.0026801668	0.0000000000	0.0000000000	
147  	0.0038713520	0.0000000000	0.0000000000	
148  	0.0014889815	0.0000000000	0.0000000000	
149  	0.0023823705	0.0000000000	0.0000000000	
150  	0.0017867778	0.0000000000	0.0000000000	
151  	0.0005955926	0.0000000000	0.0000000000	
152  	0.0014889815	0.0000000000	0.0000000000	
153  	0.0014889815	0.0000000000	0.0000000000	
154  	0.0023823705	0.0000000000	0.0000000000	
155  	0.0035735557	0.0000000000	0.0000000000	
156  	0.0035735557	0.0000000000	0.0000000000	
157  	0.0014889815	0.0000000000	0.0000000000	
158  	0.0017867778	0.0000000000	0.0000000000	
159  	0.0038713520	0.0000000000	0.0000000000	
160  	0.0017867778	0.0000000000	0.0000000000	
161  	0.0002977963	0.0000000000	0.0000000000	
162  	0.0014889815	0.0000000000	0.0000000000	
163  	0.0026801668	0.0000000000	0.0000000000	
164  	0.0035735557	0.0000000000	0.0000000000	
165  	0.0032757594	0.0000000000	0.0000000000	
166  	0.0029779631	0.0000000000	0.0000000000	
167  	0.0014889815	0.0000000000	0.0000000000	
168  	0.0035735557	0.0000000000	0.0000000000	
169  	0.0011911852	0.0000000000	0.0000000000	
170  	0.0032757594	0.0000000000	0.0000000000	
171  	0.0050625372	0.0000000000	0.0000000000	
172  	0.0077427040	0.0000000000	0.0000000000	
173  	0.0089338892	0.0000000000	0.0000000000	
174  	0.0125074449	0.0000000000	0.0000000000	
175  	0.0098272781	0.0000000000	0.0000000000	
176  	0.0068493151	0.0000000000	0.0000000000	
177  	0.0071471114	0.0000000000	0.0000000000	
178  	0.0089338892	0.0000000000	0.0000000000	
179  	0.0086360929	0.0000000000	0.0000000000	
180  	0.0122096486	0.0000000000	0.0000000000	
181  	0.0095294818	0.0000000000	0.0000000000	
182  	0.0047647409	0.0000000000	0.0000000000	
183  	0.0041691483	0.0000000000	0.0000000000	
184  	0.0068493151	0.0000000000	0.0000000000	
185  	0.0098272781	0.0000000000	0.0000000000	
