Value	R           	G           	B           	
1    	0.2702623047	0.3250122369	0.0701149425	
2    	0.0492189803	0.1042584435	0.0494252874	
3    	0.0070733864	0.0124816446	0.0080459770	
4    	0.0014736222	0.0009789525	0.0022988506	
5    	0.0008841733	0.0004894763	0.0003831418	
6    	0.0002947244	0.0000000000	0.0000000000	
7    	0.0000000000	0.0000000000	0.0000000000	
8    	0.0000000000	0.0004894763	0.0003831418	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0000000000	0.0000000000	0.0000000000	
11   	0.0000000000	0.0002447381	0.0003831418	
12   	0.0000000000	0.0000000000	0.0000000000	
13   	0.0000000000	0.0000000000	0.0000000000	
14   	0.0002947244	0.0002447381	0.0007662835	
15   	0.0000000000	0.0000000000	0.0030651341	
16   	0.0000000000	0.0002447381	0.0011494253	
17   	0.0000000000	0.0000000000	0.0057471264	
18   	0.0000000000	0.0000000000	0.0118773946	
19   	0.0000000000	0.0000000000	0.0164750958	
20   	0.0000000000	0.0000000000	0.0245210728	
21   	0.0002947244	0.0000000000	0.0318007663	
22   	0.0000000000	0.0000000000	0.0505747126	
23   	0.0000000000	0.0000000000	0.0758620690	
24   	0.0000000000	0.0000000000	0.0704980843	
25   	0.0000000000	0.0000000000	0.0766283525	
26   	0.0000000000	0.0000000000	0.0789272031	
27   	0.0000000000	0.0000000000	0.0911877395	
28   	0.0002947244	0.0000000000	0.0961685824	
29   	0.0000000000	0.0002447381	0.0839080460	
30   	0.0000000000	0.0002447381	0.0712643678	
31   	0.0000000000	0.0000000000	0.0371647510	
32   	0.0000000000	0.0000000000	0.0256704981	
33   	0.0000000000	0.0000000000	0.0107279693	
34   	0.0000000000	0.0000000000	0.0022988506	
35   	0.0000000000	0.0002447381	0.0011494253	
36   	0.0000000000	0.0000000000	0.0003831418	
37   	0.0000000000	0.0000000000	0.0003831418	
38   	0.0000000000	0.0000000000	0.0003831418	
39   	0.0000000000	0.0002447381	0.0000000000	
40   	0.0000000000	0.0007342144	0.0000000000	
41   	0.0000000000	0.0014684288	0.0000000000	
42   	0.0000000000	0.0007342144	0.0000000000	
43   	0.0002947244	0.0004894763	0.0000000000	
44   	0.0000000000	0.0012236907	0.0000000000	
45   	0.0002947244	0.0019579050	0.0000000000	
46   	0.0000000000	0.0029368576	0.0000000000	
