Value	R           	G           	B           	
1    	0.2561784207	0.3361466120	0.0568225744	
2    	0.0497287523	0.1015191705	0.0564360263	
3    	0.0063291139	0.0127803231	0.0061847700	
4    	0.0003013864	0.0007234145	0.0023192888	
5    	0.0000000000	0.0002411382	0.0003865481	
6    	0.0000000000	0.0000000000	0.0000000000	
7    	0.0006027728	0.0002411382	0.0000000000	
8    	0.0000000000	0.0000000000	0.0000000000	
9    	0.0000000000	0.0002411382	0.0003865481	
10   	0.0003013864	0.0000000000	0.0000000000	
11   	0.0000000000	0.0000000000	0.0003865481	
12   	0.0000000000	0.0002411382	0.0011596444	
13   	0.0003013864	0.0002411382	0.0050251256	
14   	0.0003013864	0.0000000000	0.0123695400	
15   	0.0000000000	0.0000000000	0.0266718206	
16   	0.0000000000	0.0000000000	0.0432933900	
17   	0.0000000000	0.0000000000	0.0467723232	
18   	0.0000000000	0.0012056909	0.0471588713	
19   	0.0003013864	0.0014468290	0.0220332431	
20   	0.0000000000	0.0038582108	0.0185543100	
21   	0.0000000000	0.0014468290	0.0212601469	
22   	0.0000000000	0.0014468290	0.0189408581	
23   	0.0000000000	0.0012056909	0.0239659838	
24   	0.0000000000	0.0012056909	0.0347893313	
25   	0.0000000000	0.0009645527	0.0417471975	
26   	0.0000000000	0.0016879672	0.0490916119	
27   	0.0000000000	0.0033759344	0.0436799382	
28   	0.0000000000	0.0086809742	0.0475454194	
29   	0.0000000000	0.0113334941	0.0471588713	
30   	0.0000000000	0.0183265011	0.0456126788	
31   	0.0003013864	0.0245960936	0.0614611519	
32   	0.0003013864	0.0156739812	0.0653266332	
33   	0.0000000000	0.0074752833	0.0630073444	
34   	0.0000000000	0.0062695925	0.0475454194	
35   	0.0000000000	0.0028936581	0.0197139544	
36   	0.0000000000	0.0057873161	0.0158484731	
37   	0.0000000000	0.0079575597	0.0050251256	
38   	0.0000000000	0.0091632505	0.0019327406	
39   	0.0000000000	0.0079575597	0.0000000000	
40   	0.0000000000	0.0094043887	0.0000000000	
41   	0.0000000000	0.0115746323	0.0000000000	
42   	0.0000000000	0.0113334941	0.0000000000	
43   	0.0000000000	0.0142271522	0.0000000000	
44   	0.0000000000	0.0130214613	0.0000000000	
45   	0.0000000000	0.0144682903	0.0000000000	
46   	0.0000000000	0.0195321919	0.0000000000	
47   	0.0000000000	0.0151917048	0.0000000000	
48   	0.0000000000	0.0147094285	0.0000000000	
49   	0.0003013864	0.0094043887	0.0000000000	
50   	0.0000000000	0.0125391850	0.0000000000	
51   	0.0000000000	0.0101278032	0.0000000000	
52   	0.0000000000	0.0077164215	0.0000000000	
53   	0.0000000000	0.0096455269	0.0000000000	
54   	0.0000000000	0.0110923559	0.0000000000	
55   	0.0000000000	0.0161562575	0.0000000000	
56   	0.0000000000	0.0185676393	0.0000000000	
57   	0.0000000000	0.0226669882	0.0000000000	
58   	0.0000000000	0.0214612973	0.0000000000	
59   	0.0000000000	0.0176030866	0.0000000000	
60   	0.0000000000	0.0209790210	0.0000000000	
61   	0.0003013864	0.0159151194	0.0000000000	
62   	0.0000000000	0.0147094285	0.0000000000	
63   	0.0000000000	0.0173619484	0.0000000000	
64   	0.0000000000	0.0101278032	0.0000000000	
65   	0.0000000000	0.0091632505	0.0000000000	
66   	0.0000000000	0.0098866651	0.0000000000	
67   	0.0000000000	0.0094043887	0.0000000000	
68   	0.0000000000	0.0065107306	0.0000000000	
69   	0.0000000000	0.0036170726	0.0000000000	
70   	0.0003013864	0.0024113817	0.0000000000	
71   	0.0000000000	0.0019291054	0.0000000000	
72   	0.0000000000	0.0004822763	0.0000000000	
73   	0.0000000000	0.0004822763	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0000000000	0.0000000000	0.0000000000	
76   	0.0000000000	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0000000000	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0000000000	0.0000000000	0.0000000000	
84   	0.0000000000	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0000000000	0.0000000000	0.0000000000	
87   	0.0003013864	0.0000000000	0.0000000000	
88   	0.0000000000	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0003013864	0.0000000000	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0000000000	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0000000000	0.0000000000	0.0000000000	
105  	0.0000000000	0.0000000000	0.0000000000	
106  	0.0000000000	0.0000000000	0.0000000000	
107  	0.0000000000	0.0000000000	0.0000000000	
108  	0.0000000000	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0000000000	0.0000000000	0.0000000000	
111  	0.0000000000	0.0000000000	0.0000000000	
112  	0.0000000000	0.0000000000	0.0000000000	
113  	0.0000000000	0.0000000000	0.0000000000	
114  	0.0000000000	0.0000000000	0.0000000000	
115  	0.0003013864	0.0000000000	0.0000000000	
116  	0.0000000000	0.0000000000	0.0000000000	
117  	0.0000000000	0.0000000000	0.0000000000	
118  	0.0003013864	0.0000000000	0.0000000000	
119  	0.0000000000	0.0000000000	0.0000000000	
120  	0.0000000000	0.0000000000	0.0000000000	
121  	0.0000000000	0.0000000000	0.0000000000	
122  	0.0000000000	0.0000000000	0.0000000000	
123  	0.0000000000	0.0000000000	0.0000000000	
124  	0.0000000000	0.0000000000	0.0000000000	
125  	0.0000000000	0.0000000000	0.0000000000	
126  	0.0000000000	0.0000000000	0.0000000000	
127  	0.0000000000	0.0000000000	0.0000000000	
128  	0.0000000000	0.0000000000	0.0000000000	
129  	0.0000000000	0.0000000000	0.0000000000	
130  	0.0000000000	0.0000000000	0.0000000000	
131  	0.0000000000	0.0000000000	0.0000000000	
132  	0.0000000000	0.0000000000	0.0000000000	
133  	0.0006027728	0.0000000000	0.0000000000	
134  	0.0000000000	0.0000000000	0.0000000000	
135  	0.0000000000	0.0000000000	0.0000000000	
136  	0.0000000000	0.0000000000	0.0000000000	
137  	0.0000000000	0.0000000000	0.0000000000	
138  	0.0000000000	0.0000000000	0.0000000000	
139  	0.0006027728	0.0000000000	0.0000000000	
140  	0.0018083183	0.0000000000	0.0000000000	
141  	0.0012055455	0.0000000000	0.0000000000	
142  	0.0009041591	0.0000000000	0.0000000000	
143  	0.0009041591	0.0000000000	0.0000000000	
144  	0.0015069319	0.0000000000	0.0000000000	
145  	0.0018083183	0.0000000000	0.0000000000	
146  	0.0015069319	0.0000000000	0.0000000000	
147  	0.0036166365	0.0000000000	0.0000000000	
148  	0.0015069319	0.0000000000	0.0000000000	
149  	0.0018083183	0.0000000000	0.0000000000	
