Value	R           	G           	B           	
1    	0.2701337296	0.3394274717	0.0512920908	
2    	0.0469539376	0.1012749579	0.0528582616	
3    	0.0035661218	0.0105845562	0.0039154268	
4    	0.0002971768	0.0004811162	0.0007830854	
5    	0.0008915305	0.0000000000	0.0003915427	
6    	0.0002971768	0.0002405581	0.0003915427	
7    	0.0000000000	0.0000000000	0.0000000000	
8    	0.0005943536	0.0004811162	0.0000000000	
9    	0.0000000000	0.0000000000	0.0000000000	
10   	0.0000000000	0.0000000000	0.0000000000	
11   	0.0000000000	0.0000000000	0.0003915427	
12   	0.0000000000	0.0000000000	0.0015661707	
13   	0.0000000000	0.0000000000	0.0043069695	
14   	0.0000000000	0.0002405581	0.0070477682	
15   	0.0002971768	0.0002405581	0.0082223962	
16   	0.0000000000	0.0000000000	0.0101801096	
17   	0.0000000000	0.0000000000	0.0101801096	
18   	0.0000000000	0.0000000000	0.0097885670	
19   	0.0002971768	0.0000000000	0.0160532498	
20   	0.0000000000	0.0000000000	0.0109631950	
21   	0.0000000000	0.0000000000	0.0121378230	
22   	0.0000000000	0.0002405581	0.0168363352	
23   	0.0000000000	0.0000000000	0.0219263900	
24   	0.0000000000	0.0002405581	0.0281910728	
25   	0.0002971768	0.0000000000	0.0332811276	
26   	0.0000000000	0.0002405581	0.0270164448	
27   	0.0000000000	0.0000000000	0.0144870791	
28   	0.0000000000	0.0002405581	0.0164447925	
29   	0.0000000000	0.0002405581	0.0133124511	
30   	0.0000000000	0.0024055809	0.0379796398	
31   	0.0000000000	0.0028866971	0.0360219264	
32   	0.0000000000	0.0043300457	0.0395458105	
33   	0.0000000000	0.0040894876	0.0477682067	
34   	0.0002971768	0.0043300457	0.0532498042	
35   	0.0002971768	0.0043300457	0.0532498042	
36   	0.0000000000	0.0031272552	0.0563821457	
37   	0.0000000000	0.0043300457	0.0501174628	
38   	0.0000000000	0.0031272552	0.0458104933	
39   	0.0000000000	0.0031272552	0.0180109632	
40   	0.0000000000	0.0055328362	0.0148786218	
41   	0.0000000000	0.0038489295	0.0074393109	
42   	0.0000000000	0.0028866971	0.0105716523	
43   	0.0000000000	0.0019244648	0.0164447925	
44   	0.0000000000	0.0033678133	0.0152701644	
45   	0.0000000000	0.0026461390	0.0180109632	
46   	0.0002971768	0.0045706038	0.0168363352	
47   	0.0000000000	0.0048111619	0.0187940486	
48   	0.0000000000	0.0038489295	0.0199686766	
49   	0.0000000000	0.0033678133	0.0180109632	
50   	0.0000000000	0.0012027905	0.0164447925	
51   	0.0000000000	0.0007216743	0.0078308536	
52   	0.0000000000	0.0040894876	0.0062646829	
53   	0.0000000000	0.0045706038	0.0019577134	
54   	0.0005943536	0.0052922781	0.0007830854	
55   	0.0000000000	0.0060139524	0.0000000000	
56   	0.0000000000	0.0045706038	0.0000000000	
57   	0.0000000000	0.0040894876	0.0000000000	
58   	0.0000000000	0.0043300457	0.0000000000	
59   	0.0000000000	0.0069761847	0.0000000000	
60   	0.0000000000	0.0052922781	0.0000000000	
61   	0.0002971768	0.0040894876	0.0000000000	
62   	0.0000000000	0.0079384171	0.0000000000	
63   	0.0000000000	0.0108251143	0.0000000000	
64   	0.0000000000	0.0113062305	0.0000000000	
65   	0.0002971768	0.0067356267	0.0000000000	
66   	0.0000000000	0.0036083714	0.0000000000	
67   	0.0002971768	0.0038489295	0.0000000000	
68   	0.0008915305	0.0057733943	0.0000000000	
69   	0.0023774146	0.0048111619	0.0000000000	
70   	0.0011887073	0.0040894876	0.0000000000	
71   	0.0011887073	0.0033678133	0.0000000000	
72   	0.0005943536	0.0031272552	0.0000000000	
73   	0.0014858841	0.0043300457	0.0000000000	
74   	0.0008915305	0.0031272552	0.0000000000	
75   	0.0005943536	0.0052922781	0.0000000000	
76   	0.0002971768	0.0096223238	0.0000000000	
77   	0.0005943536	0.0069761847	0.0000000000	
78   	0.0005943536	0.0062545105	0.0000000000	
79   	0.0005943536	0.0048111619	0.0000000000	
80   	0.0000000000	0.0026461390	0.0000000000	
81   	0.0008915305	0.0040894876	0.0000000000	
82   	0.0020802377	0.0079384171	0.0000000000	
83   	0.0011887073	0.0069761847	0.0000000000	
84   	0.0014858841	0.0089006495	0.0000000000	
85   	0.0008915305	0.0105845562	0.0000000000	
86   	0.0008915305	0.0057733943	0.0000000000	
87   	0.0002971768	0.0060139524	0.0000000000	
88   	0.0008915305	0.0057733943	0.0000000000	
89   	0.0014858841	0.0064950686	0.0000000000	
90   	0.0032689450	0.0079384171	0.0000000000	
91   	0.0017830609	0.0062545105	0.0000000000	
92   	0.0017830609	0.0062545105	0.0000000000	
93   	0.0026745914	0.0024055809	0.0000000000	
94   	0.0041604755	0.0024055809	0.0000000000	
95   	0.0032689450	0.0012027905	0.0000000000	
96   	0.0017830609	0.0045706038	0.0000000000	
97   	0.0017830609	0.0060139524	0.0000000000	
98   	0.0035661218	0.0057733943	0.0000000000	
99   	0.0035661218	0.0055328362	0.0000000000	
100  	0.0047548291	0.0076978590	0.0000000000	
101  	0.0047548291	0.0072167428	0.0000000000	
102  	0.0029717682	0.0036083714	0.0000000000	
103  	0.0017830609	0.0052922781	0.0000000000	
104  	0.0005943536	0.0040894876	0.0000000000	
105  	0.0020802377	0.0045706038	0.0000000000	
106  	0.0029717682	0.0031272552	0.0000000000	
107  	0.0011887073	0.0076978590	0.0000000000	
108  	0.0023774146	0.0079384171	0.0000000000	
109  	0.0000000000	0.0108251143	0.0000000000	
110  	0.0002971768	0.0062545105	0.0000000000	
111  	0.0000000000	0.0108251143	0.0000000000	
112  	0.0002971768	0.0091412076	0.0000000000	
113  	0.0002971768	0.0110656724	0.0000000000	
114  	0.0000000000	0.0091412076	0.0000000000	
115  	0.0008915305	0.0084195333	0.0000000000	
116  	0.0008915305	0.0074573009	0.0000000000	
117  	0.0020802377	0.0067356267	0.0000000000	
118  	0.0032689450	0.0084195333	0.0000000000	
119  	0.0023774146	0.0113062305	0.0000000000	
120  	0.0005943536	0.0098628819	0.0000000000	
121  	0.0005943536	0.0089006495	0.0000000000	
122  	0.0002971768	0.0134712533	0.0000000000	
123  	0.0008915305	0.0117873466	0.0000000000	
124  	0.0017830609	0.0050517200	0.0000000000	
125  	0.0017830609	0.0014433486	0.0000000000	
126  	0.0026745914	0.0007216743	0.0000000000	
127  	0.0017830609	0.0000000000	0.0000000000	
128  	0.0017830609	0.0000000000	0.0000000000	
129  	0.0023774146	0.0000000000	0.0000000000	
130  	0.0023774146	0.0000000000	0.0000000000	
131  	0.0029717682	0.0000000000	0.0000000000	
132  	0.0014858841	0.0000000000	0.0000000000	
133  	0.0035661218	0.0000000000	0.0000000000	
134  	0.0029717682	0.0000000000	0.0000000000	
135  	0.0041604755	0.0000000000	0.0000000000	
136  	0.0041604755	0.0000000000	0.0000000000	
137  	0.0062407132	0.0000000000	0.0000000000	
138  	0.0071322437	0.0000000000	0.0000000000	
139  	0.0068350669	0.0000000000	0.0000000000	
140  	0.0056463596	0.0000000000	0.0000000000	
141  	0.0008915305	0.0000000000	0.0000000000	
142  	0.0005943536	0.0000000000	0.0000000000	
143  	0.0017830609	0.0000000000	0.0000000000	
144  	0.0017830609	0.0000000000	0.0000000000	
145  	0.0023774146	0.0000000000	0.0000000000	
146  	0.0071322437	0.0000000000	0.0000000000	
147  	0.0035661218	0.0000000000	0.0000000000	
148  	0.0074294205	0.0000000000	0.0000000000	
149  	0.0035661218	0.0000000000	0.0000000000	
150  	0.0038632987	0.0000000000	0.0000000000	
151  	0.0044576523	0.0000000000	0.0000000000	
152  	0.0056463596	0.0000000000	0.0000000000	
153  	0.0059435364	0.0000000000	0.0000000000	
154  	0.0074294205	0.0000000000	0.0000000000	
155  	0.0023774146	0.0000000000	0.0000000000	
156  	0.0059435364	0.0000000000	0.0000000000	
157  	0.0041604755	0.0000000000	0.0000000000	
158  	0.0032689450	0.0000000000	0.0000000000	
159  	0.0020802377	0.0000000000	0.0000000000	
160  	0.0044576523	0.0000000000	0.0000000000	
161  	0.0077265973	0.0000000000	0.0000000000	
162  	0.0056463596	0.0000000000	0.0000000000	
163  	0.0106983655	0.0000000000	0.0000000000	
