Value	R           	G           	B           	
1    	0.2564022486	0.3458083832	0.0688461538	
2    	0.0302935665	0.0790918164	0.0519230769	
3    	0.0037476577	0.0082335329	0.0057692308	
4    	0.0000000000	0.0002495010	0.0011538462	
5    	0.0000000000	0.0002495010	0.0000000000	
6    	0.0000000000	0.0000000000	0.0007692308	
7    	0.0000000000	0.0002495010	0.0000000000	
8    	0.0000000000	0.0000000000	0.0007692308	
9    	0.0003123048	0.0000000000	0.0003846154	
10   	0.0000000000	0.0004990020	0.0007692308	
11   	0.0000000000	0.0000000000	0.0034615385	
12   	0.0003123048	0.0000000000	0.0026923077	
13   	0.0003123048	0.0002495010	0.0038461538	
14   	0.0000000000	0.0000000000	0.0234615385	
15   	0.0000000000	0.0000000000	0.0373076923	
16   	0.0000000000	0.0000000000	0.0611538462	
17   	0.0000000000	0.0002495010	0.0846153846	
18   	0.0000000000	0.0002495010	0.1223076923	
19   	0.0000000000	0.0002495010	0.1103846154	
20   	0.0003123048	0.0002495010	0.1188461538	
21   	0.0000000000	0.0007485030	0.0976923077	
22   	0.0000000000	0.0002495010	0.0711538462	
23   	0.0000000000	0.0007485030	0.0596153846	
24   	0.0000000000	0.0002495010	0.0388461538	
25   	0.0000000000	0.0004990020	0.0200000000	
26   	0.0000000000	0.0004990020	0.0100000000	
27   	0.0000000000	0.0000000000	0.0026923077	
28   	0.0003123048	0.0000000000	0.0011538462	
29   	0.0000000000	0.0049900200	0.0000000000	
30   	0.0003123048	0.0067365269	0.0000000000	
31   	0.0000000000	0.0094810379	0.0000000000	
32   	0.0000000000	0.0119760479	0.0000000000	
33   	0.0000000000	0.0124750499	0.0000000000	
34   	0.0000000000	0.0109780439	0.0000000000	
35   	0.0000000000	0.0129740519	0.0000000000	
36   	0.0000000000	0.0087325349	0.0000000000	
37   	0.0000000000	0.0104790419	0.0000000000	
38   	0.0000000000	0.0139720559	0.0000000000	
39   	0.0000000000	0.0134730539	0.0000000000	
40   	0.0000000000	0.0232035928	0.0000000000	
41   	0.0000000000	0.0197105788	0.0000000000	
42   	0.0000000000	0.0269461078	0.0000000000	
43   	0.0000000000	0.0351796407	0.0000000000	
44   	0.0003123048	0.0329341317	0.0000000000	
45   	0.0000000000	0.0424151697	0.0000000000	
46   	0.0000000000	0.0249500998	0.0000000000	
47   	0.0000000000	0.0276946108	0.0000000000	
48   	0.0000000000	0.0204590818	0.0000000000	
49   	0.0000000000	0.0209580838	0.0000000000	
50   	0.0000000000	0.0164670659	0.0000000000	
