Value	R           	G           	B           	
1    	0.2341031319	0.3552346570	0.0817980840	
2    	0.0389117368	0.0900120337	0.0655858511	
3    	0.0044289782	0.0052948255	0.0121591746	
4    	0.0006327112	0.0002406739	0.0011053795	
5    	0.0003163556	0.0002406739	0.0000000000	
6    	0.0000000000	0.0002406739	0.0000000000	
7    	0.0000000000	0.0000000000	0.0003684598	
8    	0.0000000000	0.0000000000	0.0003684598	
9    	0.0003163556	0.0000000000	0.0000000000	
10   	0.0000000000	0.0002406739	0.0000000000	
11   	0.0003163556	0.0000000000	0.0003684598	
12   	0.0000000000	0.0002406739	0.0003684598	
13   	0.0000000000	0.0000000000	0.0003684598	
14   	0.0000000000	0.0000000000	0.0025792189	
15   	0.0000000000	0.0000000000	0.0121591746	
16   	0.0000000000	0.0000000000	0.0357406043	
17   	0.0000000000	0.0000000000	0.0534266765	
18   	0.0000000000	0.0002406739	0.0781134856	
19   	0.0000000000	0.0000000000	0.0744288873	
20   	0.0000000000	0.0000000000	0.0777450258	
21   	0.0003163556	0.0000000000	0.0792188651	
22   	0.0000000000	0.0004813478	0.0847457627	
23   	0.0000000000	0.0019253911	0.0803242447	
24   	0.0000000000	0.0019253911	0.0817980840	
25   	0.0000000000	0.0072202166	0.0674281503	
26   	0.0003163556	0.0101083032	0.0449521002	
27   	0.0000000000	0.0077015644	0.0346352248	
28   	0.0000000000	0.0086642599	0.0158437730	
29   	0.0000000000	0.0105896510	0.0095799558	
30   	0.0000000000	0.0117930205	0.0036845984	
31   	0.0000000000	0.0151624549	0.0003684598	
32   	0.0000000000	0.0096269555	0.0000000000	
33   	0.0000000000	0.0137184116	0.0003684598	
34   	0.0000000000	0.0197352587	0.0000000000	
35   	0.0003163556	0.0192539110	0.0000000000	
36   	0.0000000000	0.0141997593	0.0000000000	
37   	0.0000000000	0.0149217810	0.0000000000	
38   	0.0000000000	0.0125150421	0.0000000000	
39   	0.0000000000	0.0134777377	0.0000000000	
40   	0.0003163556	0.0197352587	0.0000000000	
41   	0.0000000000	0.0199759326	0.0000000000	
42   	0.0000000000	0.0308062575	0.0000000000	
43   	0.0000000000	0.0223826715	0.0000000000	
44   	0.0000000000	0.0161251504	0.0000000000	
45   	0.0000000000	0.0105896510	0.0000000000	
46   	0.0000000000	0.0108303249	0.0000000000	
47   	0.0000000000	0.0074608905	0.0000000000	
48   	0.0000000000	0.0120336943	0.0000000000	
49   	0.0000000000	0.0122743682	0.0000000000	
50   	0.0000000000	0.0141997593	0.0000000000	
51   	0.0000000000	0.0125150421	0.0000000000	
52   	0.0000000000	0.0086642599	0.0000000000	
53   	0.0000000000	0.0089049338	0.0000000000	
54   	0.0000000000	0.0141997593	0.0000000000	
55   	0.0003163556	0.0115523466	0.0000000000	
56   	0.0000000000	0.0103489771	0.0000000000	
57   	0.0003163556	0.0091456077	0.0000000000	
58   	0.0000000000	0.0084235860	0.0000000000	
59   	0.0000000000	0.0108303249	0.0000000000	
60   	0.0000000000	0.0144404332	0.0000000000	
61   	0.0000000000	0.0113116727	0.0000000000	
62   	0.0000000000	0.0161251504	0.0000000000	
63   	0.0000000000	0.0170878460	0.0000000000	
64   	0.0000000000	0.0132370638	0.0000000000	
65   	0.0000000000	0.0064981949	0.0000000000	
66   	0.0000000000	0.0021660650	0.0000000000	
67   	0.0000000000	0.0009626955	0.0000000000	
68   	0.0000000000	0.0019253911	0.0000000000	
69   	0.0003163556	0.0000000000	0.0000000000	
70   	0.0000000000	0.0000000000	0.0000000000	
71   	0.0000000000	0.0000000000	0.0000000000	
72   	0.0003163556	0.0000000000	0.0000000000	
73   	0.0000000000	0.0000000000	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0000000000	0.0000000000	0.0000000000	
76   	0.0003163556	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0003163556	0.0000000000	0.0000000000	
80   	0.0003163556	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0003163556	0.0000000000	0.0000000000	
84   	0.0003163556	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0009490668	0.0000000000	0.0000000000	
87   	0.0003163556	0.0000000000	0.0000000000	
88   	0.0006327112	0.0000000000	0.0000000000	
89   	0.0009490668	0.0000000000	0.0000000000	
90   	0.0003163556	0.0000000000	0.0000000000	
91   	0.0006327112	0.0000000000	0.0000000000	
92   	0.0022144891	0.0000000000	0.0000000000	
93   	0.0006327112	0.0000000000	0.0000000000	
94   	0.0022144891	0.0000000000	0.0000000000	
95   	0.0012654223	0.0000000000	0.0000000000	
96   	0.0009490668	0.0000000000	0.0000000000	
97   	0.0025308447	0.0000000000	0.0000000000	
98   	0.0025308447	0.0000000000	0.0000000000	
99   	0.0031635558	0.0000000000	0.0000000000	
100  	0.0037962670	0.0000000000	0.0000000000	
101  	0.0028472003	0.0000000000	0.0000000000	
102  	0.0034799114	0.0000000000	0.0000000000	
103  	0.0022144891	0.0000000000	0.0000000000	
104  	0.0015817779	0.0000000000	0.0000000000	
105  	0.0022144891	0.0000000000	0.0000000000	
106  	0.0006327112	0.0000000000	0.0000000000	
107  	0.0025308447	0.0000000000	0.0000000000	
108  	0.0056944005	0.0000000000	0.0000000000	
109  	0.0082252452	0.0000000000	0.0000000000	
110  	0.0050616893	0.0000000000	0.0000000000	
111  	0.0006327112	0.0000000000	0.0000000000	
112  	0.0047453338	0.0000000000	0.0000000000	
113  	0.0056944005	0.0000000000	0.0000000000	
114  	0.0053780449	0.0000000000	0.0000000000	
115  	0.0066434673	0.0000000000	0.0000000000	
116  	0.0075925340	0.0000000000	0.0000000000	
117  	0.0110724454	0.0000000000	0.0000000000	
118  	0.0113888010	0.0000000000	0.0000000000	
119  	0.0075925340	0.0000000000	0.0000000000	
120  	0.0031635558	0.0000000000	0.0000000000	
121  	0.0050616893	0.0000000000	0.0000000000	
122  	0.0053780449	0.0000000000	0.0000000000	
123  	0.0050616893	0.0000000000	0.0000000000	
124  	0.0015817779	0.0000000000	0.0000000000	
