Value	R           	G           	B           	
1    	0.2801367911	0.3531678082	0.0487210719	
2    	0.0561413508	0.1498287671	0.0227365002	
3    	0.0096893702	0.0085616438	0.0044660983	
4    	0.0017098889	0.0006421233	0.0000000000	
5    	0.0008549444	0.0002140411	0.0000000000	
6    	0.0005699630	0.0002140411	0.0000000000	
7    	0.0002849815	0.0000000000	0.0000000000	
8    	0.0000000000	0.0000000000	0.0012180268	
9    	0.0002849815	0.0000000000	0.0004060089	
10   	0.0000000000	0.0002140411	0.0024360536	
11   	0.0002849815	0.0000000000	0.0020300447	
12   	0.0000000000	0.0002140411	0.0052781161	
13   	0.0000000000	0.0012842466	0.0113682501	
14   	0.0000000000	0.0008561644	0.0182704019	
15   	0.0000000000	0.0014982877	0.0280146163	
16   	0.0002849815	0.0002140411	0.0406008932	
17   	0.0002849815	0.0017123288	0.0531871701	
18   	0.0000000000	0.0014982877	0.0556232237	
19   	0.0000000000	0.0008561644	0.0560292326	
20   	0.0000000000	0.0010702055	0.0462850183	
21   	0.0000000000	0.0023544521	0.0369468128	
22   	0.0000000000	0.0059931507	0.0475030451	
23   	0.0000000000	0.0100599315	0.0426309379	
24   	0.0000000000	0.0160530822	0.0499390987	
25   	0.0000000000	0.0154109589	0.0426309379	
26   	0.0000000000	0.0181934932	0.0483150629	
27   	0.0000000000	0.0199058219	0.0369468128	
28   	0.0000000000	0.0209760274	0.0381648396	
29   	0.0000000000	0.0181934932	0.0332927324	
30   	0.0000000000	0.0145547945	0.0434429557	
31   	0.0002849815	0.0151969178	0.0353227771	
32   	0.0000000000	0.0154109589	0.0304506699	
33   	0.0002849815	0.0128424658	0.0280146163	
34   	0.0000000000	0.0113441781	0.0219244823	
35   	0.0000000000	0.0162671233	0.0174583841	
36   	0.0000000000	0.0250428082	0.0190824198	
37   	0.0000000000	0.0207619863	0.0162403573	
38   	0.0000000000	0.0209760274	0.0073081608	
39   	0.0000000000	0.0218321918	0.0044660983	
40   	0.0000000000	0.0224743151	0.0020300447	
41   	0.0000000000	0.0261130137	0.0008120179	
42   	0.0000000000	0.0224743151	0.0000000000	
43   	0.0000000000	0.0181934932	0.0000000000	
44   	0.0000000000	0.0190496575	0.0000000000	
45   	0.0000000000	0.0175513699	0.0000000000	
46   	0.0000000000	0.0115582192	0.0000000000	
47   	0.0000000000	0.0124143836	0.0000000000	
48   	0.0002849815	0.0104880137	0.0000000000	
49   	0.0000000000	0.0049229452	0.0000000000	
50   	0.0000000000	0.0059931507	0.0000000000	
51   	0.0002849815	0.0014982877	0.0000000000	
52   	0.0000000000	0.0019263699	0.0000000000	
53   	0.0000000000	0.0008561644	0.0000000000	
54   	0.0000000000	0.0006421233	0.0000000000	
55   	0.0000000000	0.0002140411	0.0000000000	
56   	0.0000000000	0.0000000000	0.0000000000	
57   	0.0000000000	0.0000000000	0.0000000000	
58   	0.0000000000	0.0000000000	0.0000000000	
59   	0.0000000000	0.0000000000	0.0000000000	
60   	0.0000000000	0.0000000000	0.0000000000	
61   	0.0000000000	0.0000000000	0.0000000000	
62   	0.0000000000	0.0000000000	0.0000000000	
63   	0.0000000000	0.0000000000	0.0000000000	
64   	0.0000000000	0.0000000000	0.0000000000	
65   	0.0000000000	0.0000000000	0.0000000000	
66   	0.0000000000	0.0000000000	0.0000000000	
67   	0.0002849815	0.0000000000	0.0000000000	
68   	0.0000000000	0.0000000000	0.0000000000	
69   	0.0000000000	0.0000000000	0.0000000000	
70   	0.0000000000	0.0000000000	0.0000000000	
71   	0.0000000000	0.0000000000	0.0000000000	
72   	0.0000000000	0.0000000000	0.0000000000	
73   	0.0002849815	0.0000000000	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0000000000	0.0000000000	0.0000000000	
76   	0.0000000000	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0000000000	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0000000000	0.0000000000	0.0000000000	
84   	0.0000000000	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0002849815	0.0000000000	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0002849815	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0000000000	0.0000000000	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0002849815	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0000000000	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0002849815	0.0000000000	0.0000000000	
105  	0.0002849815	0.0000000000	0.0000000000	
106  	0.0002849815	0.0000000000	0.0000000000	
107  	0.0002849815	0.0000000000	0.0000000000	
108  	0.0005699630	0.0000000000	0.0000000000	
109  	0.0008549444	0.0000000000	0.0000000000	
110  	0.0008549444	0.0000000000	0.0000000000	
111  	0.0019948703	0.0000000000	0.0000000000	
112  	0.0019948703	0.0000000000	0.0000000000	
113  	0.0025648333	0.0000000000	0.0000000000	
