Value	R           	G           	B           	
1    	0.2603030303	0.3624941833	0.0635108481	
2    	0.0430303030	0.0963238716	0.0339250493	
3    	0.0036363636	0.0097719870	0.0043392505	
4    	0.0006060606	0.0009306654	0.0003944773	
5    	0.0003030303	0.0000000000	0.0000000000	
6    	0.0003030303	0.0002326664	0.0000000000	
7    	0.0003030303	0.0002326664	0.0000000000	
8    	0.0000000000	0.0002326664	0.0000000000	
9    	0.0003030303	0.0000000000	0.0007889546	
10   	0.0000000000	0.0000000000	0.0000000000	
11   	0.0000000000	0.0000000000	0.0015779093	
12   	0.0000000000	0.0000000000	0.0047337278	
13   	0.0000000000	0.0000000000	0.0157790927	
14   	0.0000000000	0.0002326664	0.0260355030	
15   	0.0003030303	0.0002326664	0.0429980276	
16   	0.0000000000	0.0000000000	0.0469428008	
17   	0.0003030303	0.0000000000	0.0398422091	
18   	0.0000000000	0.0000000000	0.0386587771	
19   	0.0000000000	0.0000000000	0.0512820513	
20   	0.0000000000	0.0000000000	0.0591715976	
21   	0.0000000000	0.0002326664	0.0548323471	
22   	0.0000000000	0.0002326664	0.0504930966	
23   	0.0000000000	0.0000000000	0.0552268245	
24   	0.0000000000	0.0011633318	0.0650887574	
25   	0.0000000000	0.0013959981	0.0725838264	
26   	0.0000000000	0.0086086552	0.0571992110	
27   	0.0000000000	0.0109353188	0.0568047337	
28   	0.0000000000	0.0155886459	0.0461538462	
29   	0.0000000000	0.0109353188	0.0422090730	
30   	0.0003030303	0.0120986505	0.0343195266	
31   	0.0000000000	0.0086086552	0.0224852071	
32   	0.0000000000	0.0076779898	0.0082840237	
33   	0.0000000000	0.0072126570	0.0031558185	
34   	0.0003030303	0.0062819916	0.0007889546	
35   	0.0000000000	0.0083759888	0.0000000000	
36   	0.0000000000	0.0088413215	0.0000000000	
37   	0.0000000000	0.0062819916	0.0000000000	
38   	0.0000000000	0.0067473243	0.0000000000	
39   	0.0000000000	0.0104699860	0.0000000000	
40   	0.0000000000	0.0153559795	0.0000000000	
41   	0.0000000000	0.0111679851	0.0000000000	
42   	0.0000000000	0.0144253141	0.0000000000	
43   	0.0000000000	0.0083759888	0.0000000000	
44   	0.0000000000	0.0102373197	0.0000000000	
45   	0.0000000000	0.0125639832	0.0000000000	
46   	0.0000000000	0.0130293160	0.0000000000	
47   	0.0003030303	0.0060493253	0.0000000000	
48   	0.0000000000	0.0076779898	0.0000000000	
49   	0.0000000000	0.0120986505	0.0000000000	
50   	0.0000000000	0.0169846440	0.0000000000	
51   	0.0000000000	0.0228013029	0.0000000000	
52   	0.0003030303	0.0207073057	0.0000000000	
53   	0.0000000000	0.0155886459	0.0000000000	
54   	0.0000000000	0.0195439739	0.0000000000	
55   	0.0000000000	0.0165193113	0.0000000000	
56   	0.0000000000	0.0207073057	0.0000000000	
57   	0.0000000000	0.0281526291	0.0000000000	
58   	0.0000000000	0.0186133085	0.0000000000	
59   	0.0000000000	0.0190786412	0.0000000000	
60   	0.0000000000	0.0104699860	0.0000000000	
61   	0.0000000000	0.0132619823	0.0000000000	
62   	0.0000000000	0.0195439739	0.0000000000	
63   	0.0000000000	0.0125639832	0.0000000000	
64   	0.0000000000	0.0120986505	0.0000000000	
65   	0.0000000000	0.0062819916	0.0000000000	
66   	0.0000000000	0.0100046533	0.0000000000	
67   	0.0000000000	0.0030246626	0.0000000000	
68   	0.0003030303	0.0004653327	0.0000000000	
69   	0.0000000000	0.0000000000	0.0000000000	
70   	0.0000000000	0.0000000000	0.0000000000	
71   	0.0000000000	0.0000000000	0.0000000000	
72   	0.0000000000	0.0000000000	0.0000000000	
73   	0.0000000000	0.0000000000	0.0000000000	
74   	0.0000000000	0.0000000000	0.0000000000	
75   	0.0003030303	0.0000000000	0.0000000000	
76   	0.0000000000	0.0000000000	0.0000000000	
77   	0.0000000000	0.0000000000	0.0000000000	
78   	0.0000000000	0.0000000000	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0000000000	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0000000000	0.0000000000	0.0000000000	
84   	0.0000000000	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0000000000	0.0000000000	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0000000000	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0003030303	0.0000000000	0.0000000000	
91   	0.0003030303	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0000000000	0.0000000000	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
