Value	R           	G           	B           	
1    	0.2397991212	0.3630634998	0.0611370717	
2    	0.0376647834	0.0787687833	0.0455607477	
3    	0.0053358443	0.0043625788	0.0062305296	
4    	0.0003138732	0.0007270965	0.0007788162	
5    	0.0006277464	0.0002423655	0.0000000000	
6    	0.0000000000	0.0004847310	0.0000000000	
7    	0.0000000000	0.0000000000	0.0000000000	
8    	0.0003138732	0.0002423655	0.0000000000	
9    	0.0003138732	0.0000000000	0.0000000000	
10   	0.0000000000	0.0000000000	0.0007788162	
11   	0.0000000000	0.0000000000	0.0003894081	
12   	0.0000000000	0.0004847310	0.0000000000	
13   	0.0000000000	0.0000000000	0.0011682243	
14   	0.0000000000	0.0000000000	0.0073987539	
15   	0.0000000000	0.0000000000	0.0276479751	
16   	0.0000000000	0.0000000000	0.0498442368	
17   	0.0000000000	0.0000000000	0.0576323988	
18   	0.0000000000	0.0000000000	0.0494548287	
19   	0.0000000000	0.0000000000	0.0389408100	
20   	0.0003138732	0.0002423655	0.0334890966	
21   	0.0000000000	0.0002423655	0.0350467290	
22   	0.0000000000	0.0000000000	0.0381619938	
23   	0.0000000000	0.0000000000	0.0529595016	
24   	0.0000000000	0.0000000000	0.0568535826	
25   	0.0003138732	0.0000000000	0.0693146417	
26   	0.0000000000	0.0000000000	0.0860591900	
27   	0.0000000000	0.0002423655	0.0813862928	
28   	0.0000000000	0.0004847310	0.0724299065	
29   	0.0000000000	0.0016965584	0.0482866044	
30   	0.0000000000	0.0021812894	0.0436137072	
31   	0.0000000000	0.0046049443	0.0218068536	
32   	0.0000000000	0.0063015027	0.0105140187	
33   	0.0000000000	0.0092098885	0.0015576324	
34   	0.0000000000	0.0079980611	0.0011682243	
35   	0.0003138732	0.0046049443	0.0000000000	
36   	0.0000000000	0.0072709646	0.0000000000	
37   	0.0000000000	0.0159961222	0.0000000000	
38   	0.0000000000	0.0196316045	0.0000000000	
39   	0.0000000000	0.0189045080	0.0000000000	
40   	0.0000000000	0.0118759089	0.0000000000	
41   	0.0000000000	0.0087251575	0.0000000000	
42   	0.0000000000	0.0079980611	0.0000000000	
43   	0.0000000000	0.0147842947	0.0000000000	
44   	0.0000000000	0.0152690257	0.0000000000	
45   	0.0000000000	0.0123606398	0.0000000000	
46   	0.0000000000	0.0126030053	0.0000000000	
47   	0.0000000000	0.0099369850	0.0000000000	
48   	0.0003138732	0.0043625788	0.0000000000	
49   	0.0000000000	0.0053320407	0.0000000000	
50   	0.0000000000	0.0094522540	0.0000000000	
51   	0.0000000000	0.0094522540	0.0000000000	
52   	0.0003138732	0.0111488124	0.0000000000	
53   	0.0000000000	0.0133301018	0.0000000000	
54   	0.0000000000	0.0162384876	0.0000000000	
55   	0.0000000000	0.0181774115	0.0000000000	
56   	0.0000000000	0.0232670868	0.0000000000	
57   	0.0000000000	0.0319922443	0.0000000000	
58   	0.0000000000	0.0189045080	0.0000000000	
59   	0.0000000000	0.0213281629	0.0000000000	
60   	0.0000000000	0.0157537567	0.0000000000	
61   	0.0000000000	0.0159961222	0.0000000000	
62   	0.0000000000	0.0130877363	0.0000000000	
63   	0.0000000000	0.0113911779	0.0000000000	
64   	0.0000000000	0.0130877363	0.0000000000	
65   	0.0000000000	0.0162384876	0.0000000000	
66   	0.0000000000	0.0155113912	0.0000000000	
67   	0.0000000000	0.0142995637	0.0000000000	
68   	0.0000000000	0.0138148328	0.0000000000	
69   	0.0000000000	0.0089675230	0.0000000000	
70   	0.0000000000	0.0082404266	0.0000000000	
71   	0.0000000000	0.0063015027	0.0000000000	
72   	0.0000000000	0.0089675230	0.0000000000	
73   	0.0000000000	0.0050896752	0.0000000000	
74   	0.0003138732	0.0046049443	0.0000000000	
75   	0.0003138732	0.0014541929	0.0000000000	
76   	0.0000000000	0.0019389239	0.0000000000	
77   	0.0000000000	0.0002423655	0.0000000000	
78   	0.0000000000	0.0002423655	0.0000000000	
79   	0.0000000000	0.0000000000	0.0000000000	
80   	0.0000000000	0.0000000000	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0000000000	0.0000000000	
83   	0.0000000000	0.0000000000	0.0000000000	
84   	0.0000000000	0.0000000000	0.0000000000	
85   	0.0000000000	0.0000000000	0.0000000000	
86   	0.0000000000	0.0000000000	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0000000000	0.0000000000	0.0000000000	
89   	0.0000000000	0.0000000000	0.0000000000	
90   	0.0000000000	0.0000000000	0.0000000000	
91   	0.0000000000	0.0000000000	0.0000000000	
92   	0.0000000000	0.0000000000	0.0000000000	
93   	0.0000000000	0.0000000000	0.0000000000	
94   	0.0003138732	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0000000000	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0000000000	0.0000000000	0.0000000000	
105  	0.0000000000	0.0000000000	0.0000000000	
106  	0.0003138732	0.0000000000	0.0000000000	
107  	0.0000000000	0.0000000000	0.0000000000	
108  	0.0003138732	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0000000000	0.0000000000	0.0000000000	
111  	0.0000000000	0.0000000000	0.0000000000	
112  	0.0000000000	0.0000000000	0.0000000000	
113  	0.0000000000	0.0000000000	0.0000000000	
114  	0.0003138732	0.0000000000	0.0000000000	
115  	0.0000000000	0.0000000000	0.0000000000	
116  	0.0000000000	0.0000000000	0.0000000000	
117  	0.0000000000	0.0000000000	0.0000000000	
118  	0.0000000000	0.0000000000	0.0000000000	
119  	0.0006277464	0.0000000000	0.0000000000	
120  	0.0006277464	0.0000000000	0.0000000000	
121  	0.0021971124	0.0000000000	0.0000000000	
122  	0.0028248588	0.0000000000	0.0000000000	
123  	0.0015693660	0.0000000000	0.0000000000	
124  	0.0006277464	0.0000000000	0.0000000000	
125  	0.0009416196	0.0000000000	0.0000000000	
126  	0.0003138732	0.0000000000	0.0000000000	
127  	0.0003138732	0.0000000000	0.0000000000	
128  	0.0003138732	0.0000000000	0.0000000000	
129  	0.0021971124	0.0000000000	0.0000000000	
130  	0.0009416196	0.0000000000	0.0000000000	
131  	0.0003138732	0.0000000000	0.0000000000	
132  	0.0006277464	0.0000000000	0.0000000000	
133  	0.0006277464	0.0000000000	0.0000000000	
134  	0.0037664783	0.0000000000	0.0000000000	
135  	0.0012554928	0.0000000000	0.0000000000	
136  	0.0015693660	0.0000000000	0.0000000000	
137  	0.0009416196	0.0000000000	0.0000000000	
138  	0.0006277464	0.0000000000	0.0000000000	
139  	0.0018832392	0.0000000000	0.0000000000	
140  	0.0006277464	0.0000000000	0.0000000000	
141  	0.0018832392	0.0000000000	0.0000000000	
142  	0.0009416196	0.0000000000	0.0000000000	
143  	0.0021971124	0.0000000000	0.0000000000	
144  	0.0015693660	0.0000000000	0.0000000000	
145  	0.0012554928	0.0000000000	0.0000000000	
146  	0.0003138732	0.0000000000	0.0000000000	
147  	0.0018832392	0.0000000000	0.0000000000	
148  	0.0000000000	0.0000000000	0.0000000000	
149  	0.0009416196	0.0000000000	0.0000000000	
150  	0.0009416196	0.0000000000	0.0000000000	
151  	0.0021971124	0.0000000000	0.0000000000	
152  	0.0015693660	0.0000000000	0.0000000000	
153  	0.0009416196	0.0000000000	0.0000000000	
154  	0.0009416196	0.0000000000	0.0000000000	
155  	0.0021971124	0.0000000000	0.0000000000	
156  	0.0015693660	0.0000000000	0.0000000000	
157  	0.0012554928	0.0000000000	0.0000000000	
158  	0.0021971124	0.0000000000	0.0000000000	
159  	0.0015693660	0.0000000000	0.0000000000	
160  	0.0025109856	0.0000000000	0.0000000000	
161  	0.0015693660	0.0000000000	0.0000000000	
162  	0.0018832392	0.0000000000	0.0000000000	
163  	0.0043942247	0.0000000000	0.0000000000	
164  	0.0056497175	0.0000000000	0.0000000000	
165  	0.0056497175	0.0000000000	0.0000000000	
166  	0.0018832392	0.0000000000	0.0000000000	
167  	0.0037664783	0.0000000000	0.0000000000	
168  	0.0047080979	0.0000000000	0.0000000000	
169  	0.0069052103	0.0000000000	0.0000000000	
170  	0.0056497175	0.0000000000	0.0000000000	
171  	0.0040803515	0.0000000000	0.0000000000	
172  	0.0043942247	0.0000000000	0.0000000000	
173  	0.0062774639	0.0000000000	0.0000000000	
174  	0.0059635907	0.0000000000	0.0000000000	
175  	0.0037664783	0.0000000000	0.0000000000	
176  	0.0021971124	0.0000000000	0.0000000000	
177  	0.0037664783	0.0000000000	0.0000000000	
178  	0.0056497175	0.0000000000	0.0000000000	
179  	0.0053358443	0.0000000000	0.0000000000	
180  	0.0053358443	0.0000000000	0.0000000000	
181  	0.0043942247	0.0000000000	0.0000000000	
182  	0.0040803515	0.0000000000	0.0000000000	
183  	0.0028248588	0.0000000000	0.0000000000	
184  	0.0059635907	0.0000000000	0.0000000000	
185  	0.0043942247	0.0000000000	0.0000000000	
186  	0.0031387320	0.0000000000	0.0000000000	
187  	0.0021971124	0.0000000000	0.0000000000	
188  	0.0034526051	0.0000000000	0.0000000000	
189  	0.0012554928	0.0000000000	0.0000000000	
190  	0.0021971124	0.0000000000	0.0000000000	
191  	0.0028248588	0.0000000000	0.0000000000	
192  	0.0025109856	0.0000000000	0.0000000000	
193  	0.0018832392	0.0000000000	0.0000000000	
194  	0.0018832392	0.0000000000	0.0000000000	
195  	0.0050219711	0.0000000000	0.0000000000	
196  	0.0072190835	0.0000000000	0.0000000000	
197  	0.0040803515	0.0000000000	0.0000000000	
198  	0.0050219711	0.0000000000	0.0000000000	
199  	0.0062774639	0.0000000000	0.0000000000	
200  	0.0050219711	0.0000000000	0.0000000000	
201  	0.0075329567	0.0000000000	0.0000000000	
202  	0.0040803515	0.0000000000	0.0000000000	
203  	0.0031387320	0.0000000000	0.0000000000	
204  	0.0040803515	0.0000000000	0.0000000000	
205  	0.0053358443	0.0000000000	0.0000000000	
206  	0.0069052103	0.0000000000	0.0000000000	
207  	0.0062774639	0.0000000000	0.0000000000	
208  	0.0075329567	0.0000000000	0.0000000000	
209  	0.0050219711	0.0000000000	0.0000000000	
210  	0.0056497175	0.0000000000	0.0000000000	
211  	0.0047080979	0.0000000000	0.0000000000	
212  	0.0134965474	0.0000000000	0.0000000000	
213  	0.0185185185	0.0000000000	0.0000000000	
214  	0.0229127433	0.0000000000	0.0000000000	
215  	0.0194601381	0.0000000000	0.0000000000	
216  	0.0241682360	0.0000000000	0.0000000000	
217  	0.0188323917	0.0000000000	0.0000000000	
218  	0.0235404896	0.0000000000	0.0000000000	
219  	0.0156936598	0.0000000000	0.0000000000	
220  	0.0163214062	0.0000000000	0.0000000000	
221  	0.0160075330	0.0000000000	0.0000000000	
222  	0.0185185185	0.0000000000	0.0000000000	
223  	0.0225988701	0.0000000000	0.0000000000	
224  	0.0238543628	0.0000000000	0.0000000000	
225  	0.0266792216	0.0000000000	0.0000000000	
226  	0.0178907721	0.0000000000	0.0000000000	
227  	0.0204017577	0.0000000000	0.0000000000	
228  	0.0160075330	0.0000000000	0.0000000000	
229  	0.0109855618	0.0000000000	0.0000000000	
230  	0.0147520402	0.0000000000	0.0000000000	
231  	0.0147520402	0.0000000000	0.0000000000	
232  	0.0178907721	0.0000000000	0.0000000000	
233  	0.0141242938	0.0000000000	0.0000000000	
234  	0.0075329567	0.0000000000	0.0000000000	
235  	0.0059635907	0.0000000000	0.0000000000	
236  	0.0018832392	0.0000000000	0.0000000000	
237  	0.0025109856	0.0000000000	0.0000000000	
238  	0.0018832392	0.0000000000	0.0000000000	
239  	0.0037664783	0.0000000000	0.0000000000	
240  	0.0012554928	0.0000000000	0.0000000000	
