Value	R           	G           	B           	
1    	0.2553763441	0.3559481743	0.0761205564	
2    	0.0546594982	0.0958775029	0.0401854714	
3    	0.0077658303	0.0106007067	0.0038639876	
4    	0.0005973716	0.0004711425	0.0000000000	
5    	0.0000000000	0.0000000000	0.0003863988	
6    	0.0000000000	0.0004711425	0.0003863988	
7    	0.0002986858	0.0002355713	0.0003863988	
8    	0.0000000000	0.0000000000	0.0007727975	
9    	0.0002986858	0.0000000000	0.0007727975	
10   	0.0000000000	0.0000000000	0.0011591963	
11   	0.0000000000	0.0000000000	0.0034775889	
12   	0.0000000000	0.0000000000	0.0077279753	
13   	0.0000000000	0.0002355713	0.0135239567	
14   	0.0002986858	0.0000000000	0.0212519320	
15   	0.0000000000	0.0000000000	0.0227975270	
16   	0.0000000000	0.0002355713	0.0224111283	
17   	0.0000000000	0.0000000000	0.0231839258	
18   	0.0000000000	0.0000000000	0.0177743431	
19   	0.0000000000	0.0002355713	0.0216383308	
20   	0.0000000000	0.0000000000	0.0266615147	
21   	0.0000000000	0.0004711425	0.0285935085	
22   	0.0000000000	0.0004711425	0.0374806801	
23   	0.0000000000	0.0032979976	0.0421174652	
24   	0.0002986858	0.0025912839	0.0579598145	
25   	0.0002986858	0.0030624264	0.0664605873	
26   	0.0000000000	0.0044758539	0.0707109737	
27   	0.0000000000	0.0037691402	0.0838485317	
28   	0.0000000000	0.0073027091	0.0741885626	
29   	0.0000000000	0.0054181390	0.0707109737	
30   	0.0000000000	0.0089517079	0.0479134467	
31   	0.0000000000	0.0096584217	0.0374806801	
32   	0.0000000000	0.0082449941	0.0289799073	
33   	0.0000000000	0.0106007067	0.0224111283	
34   	0.0000000000	0.0098939929	0.0127511592	
35   	0.0000000000	0.0089517079	0.0046367852	
36   	0.0002986858	0.0141342756	0.0038639876	
37   	0.0000000000	0.0134275618	0.0015455951	
38   	0.0000000000	0.0094228504	0.0011591963	
39   	0.0000000000	0.0068315665	0.0007727975	
40   	0.0000000000	0.0047114252	0.0007727975	
41   	0.0000000000	0.0023557126	0.0000000000	
42   	0.0000000000	0.0035335689	0.0007727975	
43   	0.0000000000	0.0018845701	0.0000000000	
44   	0.0000000000	0.0030624264	0.0000000000	
45   	0.0000000000	0.0028268551	0.0000000000	
46   	0.0000000000	0.0049469965	0.0000000000	
47   	0.0002986858	0.0077738516	0.0000000000	
48   	0.0000000000	0.0096584217	0.0000000000	
49   	0.0000000000	0.0120141343	0.0000000000	
50   	0.0000000000	0.0143698469	0.0000000000	
51   	0.0000000000	0.0164899882	0.0000000000	
52   	0.0000000000	0.0176678445	0.0000000000	
53   	0.0000000000	0.0270906949	0.0000000000	
54   	0.0000000000	0.0280329800	0.0000000000	
55   	0.0000000000	0.0277974087	0.0000000000	
56   	0.0002986858	0.0303886926	0.0000000000	
57   	0.0000000000	0.0282685512	0.0000000000	
58   	0.0000000000	0.0244994111	0.0000000000	
59   	0.0000000000	0.0226148410	0.0000000000	
60   	0.0000000000	0.0212014134	0.0000000000	
61   	0.0000000000	0.0188457008	0.0000000000	
62   	0.0000000000	0.0174322733	0.0000000000	
63   	0.0000000000	0.0113074205	0.0000000000	
64   	0.0000000000	0.0082449941	0.0000000000	
65   	0.0000000000	0.0070671378	0.0000000000	
66   	0.0000000000	0.0056537102	0.0000000000	
67   	0.0000000000	0.0040047114	0.0000000000	
68   	0.0000000000	0.0042402827	0.0000000000	
69   	0.0000000000	0.0035335689	0.0000000000	
70   	0.0000000000	0.0023557126	0.0000000000	
71   	0.0000000000	0.0014134276	0.0000000000	
72   	0.0000000000	0.0004711425	0.0000000000	
73   	0.0002986858	0.0004711425	0.0000000000	
74   	0.0000000000	0.0007067138	0.0000000000	
75   	0.0000000000	0.0002355713	0.0000000000	
76   	0.0000000000	0.0009422850	0.0000000000	
77   	0.0000000000	0.0009422850	0.0000000000	
78   	0.0000000000	0.0009422850	0.0000000000	
79   	0.0000000000	0.0002355713	0.0000000000	
80   	0.0000000000	0.0007067138	0.0000000000	
81   	0.0000000000	0.0000000000	0.0000000000	
82   	0.0000000000	0.0007067138	0.0000000000	
83   	0.0002986858	0.0002355713	0.0000000000	
84   	0.0000000000	0.0002355713	0.0000000000	
85   	0.0000000000	0.0002355713	0.0000000000	
86   	0.0000000000	0.0002355713	0.0000000000	
87   	0.0000000000	0.0000000000	0.0000000000	
88   	0.0000000000	0.0000000000	0.0000000000	
89   	0.0000000000	0.0002355713	0.0000000000	
90   	0.0002986858	0.0007067138	0.0000000000	
91   	0.0000000000	0.0002355713	0.0000000000	
92   	0.0000000000	0.0004711425	0.0000000000	
93   	0.0000000000	0.0002355713	0.0000000000	
94   	0.0000000000	0.0000000000	0.0000000000	
95   	0.0000000000	0.0000000000	0.0000000000	
96   	0.0000000000	0.0000000000	0.0000000000	
97   	0.0000000000	0.0000000000	0.0000000000	
98   	0.0000000000	0.0000000000	0.0000000000	
99   	0.0000000000	0.0000000000	0.0000000000	
100  	0.0000000000	0.0000000000	0.0000000000	
101  	0.0000000000	0.0000000000	0.0000000000	
102  	0.0000000000	0.0000000000	0.0000000000	
103  	0.0000000000	0.0000000000	0.0000000000	
104  	0.0002986858	0.0000000000	0.0000000000	
105  	0.0000000000	0.0000000000	0.0000000000	
106  	0.0000000000	0.0000000000	0.0000000000	
107  	0.0000000000	0.0000000000	0.0000000000	
108  	0.0000000000	0.0000000000	0.0000000000	
109  	0.0000000000	0.0000000000	0.0000000000	
110  	0.0000000000	0.0000000000	0.0000000000	
